Month,Year,Activity,ProductionIndex
8,2001,Other Types of Mining,96.6
8,2001,Food Products Production,81.0
8,2001,Drink Production,118.5
8,2001,Tobacoo Products Production,59.8
8,2001,Textile Production,366.5
8,2001,Clothing Production,358.0
8,2001,Leather and Leater Item Production,315.5
8,2001,"Wood and Wood, Cork, Straw and Rod - Related Products Production, Except Furniture",373.6
8,2001,Paper and Paper Products Production,81.2
8,2001,Printing and Duplication of Audio and Video Material,73.2
8,2001,Coke and Refined Petroleum Production,55.3
8,2001,Chemicals and Chemical Products Production,97.7
8,2001,Basic Pharmaceutical Products and Remedies Production,26.3
8,2001,Rubber and Plastic Production,61.1
8,2001,Manufacture of Other Non-metallic Minerals Products,178.4
8,2001,Base Metals Production,71.6
8,2001,"Fabricated Metal Products Production, Except Machinery and Equipment",111.2
8,2001,"Computer, Electronic and Optical Products Production",1160.8
8,2001,Electrical Equipment Production,56.9
8,2001,Unmentioned Machinery and Equipment Production,231.5
8,2001,"Motor Vehicles, Trailers and Semi-trailer Production",43.0
8,2001,Other Transport Equipment Production,817.2
8,2001,Furniture Production,141.5
8,2001,Other Manufacturing,129.4
8,2001,Repair and Installation of Machinery Equipment,395.2
8,2001,"Electricity, Gas, Steam and Air Conditioning Supply",68.2
8,2001,B - Mining,81.8
8,2001,C - Manufacturing Industry,92.8
8,2001,"D - Electricity, Gas, Steam and Air Conditioning Supply",68.2
8,2002,Total,90.1
8,2002,Coal Exploitation,78.7
8,2002,Oil and Natural Gas Exploitation,66.9
8,2002,Metal Ore Exploitation,89.8
8,2002,Other Types of Mining,102.6
8,2002,Food Products Production,85.3
8,2002,Drink Production,110.8
8,2002,Tobacoo Products Production,71.6
8,2002,Textile Production,351.6
8,2002,Clothing Production,244.5
8,2002,Leather and Leater Item Production,183.4
8,2002,"Wood and Wood, Cork, Straw and Rod - Related Products Production, Except Furniture",229.0
8,2002,Paper and Paper Products Production,82.9
8,2002,Printing and Duplication of Audio and Video Material,76.6
8,2002,Coke and Refined Petroleum Production,93.4
8,2002,Chemicals and Chemical Products Production,76.2
8,2002,Basic Pharmaceutical Products and Remedies Production,43.1
8,2002,Rubber and Plastic Production,73.2
8,2002,Manufacture of Other Non-metallic Minerals Products,184.1
8,2002,Base Metals Production,91.4
8,2002,"Fabricated Metal Products Production, Except Machinery and Equipment",126.3
8,2002,"Computer, Electronic and Optical Products Production",3104.4
8,2002,Electrical Equipment Production,59.8
8,2002,Unmentioned Machinery and Equipment Production,214.1
8,2002,"Motor Vehicles, Trailers and Semi-trailer Production",53.3
8,2002,Other Transport Equipment Production,497.5
8,2002,Furniture Production,126.7
8,2002,Other Manufacturing,183.9
8,2002,Repair and Installation of Machinery Equipment,263.9
8,2002,"Electricity, Gas, Steam and Air Conditioning Supply",71.8
8,2002,B - Mining,82.0
8,2002,C - Manufacturing Industry,96.3
8,2002,"D - Electricity, Gas, Steam and Air Conditioning Supply",71.8
8,2003,Total,85.9
8,2003,Coal Exploitation,88.9
8,2003,Oil and Natural Gas Exploitation,65.0
8,2003,Metal Ore Exploitation,63.2
8,2003,Other Types of Mining,102.4
8,2003,Food Products Production,79.6
8,2003,Drink Production,126.6
8,2003,Tobacoo Products Production,61.0
8,2003,Textile Production,196.6
8,2003,Clothing Production,146.4
8,2003,Leather and Leater Item Production,203.0
8,2003,"Wood and Wood, Cork, Straw and Rod - Related Products Production, Except Furniture",171.5
8,2003,Paper and Paper Products Production,73.5
8,2003,Printing and Duplication of Audio and Video Material,74.1
8,2003,Coke and Refined Petroleum Production,85.4
8,2003,Chemicals and Chemical Products Production,76.1
8,2003,Basic Pharmaceutical Products and Remedies Production,50.4
8,2003,Rubber and Plastic Production,71.7
8,2003,Manufacture of Other Non-metallic Minerals Products,171.6
8,2003,Base Metals Production,97.0
8,2003,"Fabricated Metal Products Production, Except Machinery and Equipment",117.1
8,2003,"Computer, Electronic and Optical Products Production",2112.9
8,2003,Electrical Equipment Production,60.9
8,2003,Unmentioned Machinery and Equipment Production,169.4
8,2003,"Motor Vehicles, Trailers and Semi-trailer Production",57.0
8,2003,Other Transport Equipment Production,333.6
8,2003,Furniture Production,131.4
8,2003,Other Manufacturing,144.0
8,2003,Repair and Installation of Machinery Equipment,250.6
8,2003,"Electricity, Gas, Steam and Air Conditioning Supply",69.2
8,2003,B - Mining,83.7
8,2003,C - Manufacturing Industry,91.1
8,2003,"D - Electricity, Gas, Steam and Air Conditioning Supply",69.2
8,2004,Total,88.6
8,2004,Coal Exploitation,98.5
8,2004,Oil and Natural Gas Exploitation,60.9
8,2004,Metal Ore Exploitation,50.2
8,2004,Other Types of Mining,111.2
8,2004,Food Products Production,80.4
8,2004,Drink Production,110.1
8,2004,Tobacoo Products Production,24.2
8,2004,Textile Production,252.2
8,2004,Clothing Production,150.2
8,2004,Leather and Leater Item Production,161.7
8,2004,"Wood and Wood, Cork, Straw and Rod - Related Products Production, Except Furniture",218.8
8,2004,Paper and Paper Products Production,83.2
8,2004,Printing and Duplication of Audio and Video Material,67.1
8,2004,Coke and Refined Petroleum Production,90.2
8,2004,Chemicals and Chemical Products Production,106.4
8,2004,Basic Pharmaceutical Products and Remedies Production,49.7
8,2004,Rubber and Plastic Production,83.3
8,2004,Manufacture of Other Non-metallic Minerals Products,177.0
8,2004,Base Metals Production,115.3
8,2004,"Fabricated Metal Products Production, Except Machinery and Equipment",124.3
8,2004,"Computer, Electronic and Optical Products Production",577.8
8,2004,Electrical Equipment Production,55.4
8,2004,Unmentioned Machinery and Equipment Production,217.4
8,2004,"Motor Vehicles, Trailers and Semi-trailer Production",59.6
8,2004,Other Transport Equipment Production,193.3
8,2004,Furniture Production,107.2
8,2004,Other Manufacturing,90.8
8,2004,Repair and Installation of Machinery Equipment,262.0
8,2004,"Electricity, Gas, Steam and Air Conditioning Supply",76.5
8,2004,B - Mining,85.6
8,2004,C - Manufacturing Industry,92.0
8,2004,"D - Electricity, Gas, Steam and Air Conditioning Supply",76.5
8,2005,Total,97.2
8,2005,Coal Exploitation,85.2
8,2005,Oil and Natural Gas Exploitation,60.2
8,2005,Metal Ore Exploitation,55.8
8,2005,Other Types of Mining,161.4
8,2005,Food Products Production,93.2
8,2005,Drink Production,118.5
8,2005,Tobacoo Products Production,82.9
8,2005,Textile Production,231.5
8,2005,Clothing Production,122.3
8,2005,Leather and Leater Item Production,156.7
8,2005,"Wood and Wood, Cork, Straw and Rod - Related Products Production, Except Furniture",172.7
8,2005,Paper and Paper Products Production,72.8
8,2005,Printing and Duplication of Audio and Video Material,85.5
8,2005,Coke and Refined Petroleum Production,99.9
8,2005,Chemicals and Chemical Products Production,108.9
8,2005,Basic Pharmaceutical Products and Remedies Production,58.2
8,2005,Rubber and Plastic Production,92.1
8,2005,Manufacture of Other Non-metallic Minerals Products,177.9
8,2005,Base Metals Production,138.0
8,2005,"Fabricated Metal Products Production, Except Machinery and Equipment",147.1
8,2005,"Computer, Electronic and Optical Products Production",921.9
8,2005,Electrical Equipment Production,65.8
8,2005,Unmentioned Machinery and Equipment Production,207.5
8,2005,"Motor Vehicles, Trailers and Semi-trailer Production",92.9
8,2005,Other Transport Equipment Production,323.9
8,2005,Furniture Production,109.6
8,2005,Other Manufacturing,139.3
8,2005,Repair and Installation of Machinery Equipment,249.4
8,2005,"Electricity, Gas, Steam and Air Conditioning Supply",77.0
8,2005,B - Mining,82.5
8,2005,C - Manufacturing Industry,103.3
8,2005,"D - Electricity, Gas, Steam and Air Conditioning Supply",77.0
8,2006,Total,97.8
8,2006,Coal Exploitation,92.7
8,2006,Oil and Natural Gas Exploitation,59.9
8,2006,Metal Ore Exploitation,52.3
8,2006,Other Types of Mining,160.3
8,2006,Food Products Production,95.8
8,2006,Drink Production,137.3
8,2006,Tobacoo Products Production,37.3
8,2006,Textile Production,241.2
8,2006,Clothing Production,107.9
8,2006,Leather and Leater Item Production,121.2
8,2006,"Wood and Wood, Cork, Straw and Rod - Related Products Production, Except Furniture",165.2
8,2006,Paper and Paper Products Production,67.2
8,2006,Printing and Duplication of Audio and Video Material,70.2
8,2006,Coke and Refined Petroleum Production,81.2
8,2006,Chemicals and Chemical Products Production,106.3
8,2006,Basic Pharmaceutical Products and Remedies Production,64.6
8,2006,Rubber and Plastic Production,90.0
8,2006,Manufacture of Other Non-metallic Minerals Products,187.2
8,2006,Base Metals Production,191.1
8,2006,"Fabricated Metal Products Production, Except Machinery and Equipment",151.2
8,2006,"Computer, Electronic and Optical Products Production",297.8
8,2006,Electrical Equipment Production,74.5
8,2006,Unmentioned Machinery and Equipment Production,149.2
8,2006,"Motor Vehicles, Trailers and Semi-trailer Production",62.9
8,2006,Other Transport Equipment Production,301.5
8,2006,Furniture Production,277.6
8,2006,Other Manufacturing,58.6
8,2006,Repair and Installation of Machinery Equipment,187.7
8,2006,"Electricity, Gas, Steam and Air Conditioning Supply",77.8
8,2006,B - Mining,86.4
8,2006,C - Manufacturing Industry,103.6
8,2006,"D - Electricity, Gas, Steam and Air Conditioning Supply",77.8
8,2007,Total,105.4
8,2007,Coal Exploitation,90.6
8,2007,Oil and Natural Gas Exploitation,58.7
8,2007,Metal Ore Exploitation,60.2
8,2007,Other Types of Mining,153.3
8,2007,Food Products Production,103.7
8,2007,Drink Production,140.9
8,2007,Tobacoo Products Production,73.6
8,2007,Textile Production,178.9
8,2007,Clothing Production,130.8
8,2007,Leather and Leater Item Production,103.7
8,2007,"Wood and Wood, Cork, Straw and Rod - Related Products Production, Except Furniture",182.9
8,2007,Paper and Paper Products Production,79.4
8,2007,Printing and Duplication of Audio and Video Material,99.6
8,2007,Coke and Refined Petroleum Production,90.1
8,2007,Chemicals and Chemical Products Production,138.2
8,2007,Basic Pharmaceutical Products and Remedies Production,77.8
8,2007,Rubber and Plastic Production,96.8
8,2007,Manufacture of Other Non-metallic Minerals Products,181.0
8,2007,Base Metals Production,186.9
8,2007,"Fabricated Metal Products Production, Except Machinery and Equipment",174.4
8,2007,"Computer, Electronic and Optical Products Production",263.7
8,2007,Electrical Equipment Production,82.1
8,2007,Unmentioned Machinery and Equipment Production,157.8
8,2007,"Motor Vehicles, Trailers and Semi-trailer Production",64.3
8,2007,Other Transport Equipment Production,386.0
8,2007,Furniture Production,194.5
8,2007,Other Manufacturing,93.3
8,2007,Repair and Installation of Machinery Equipment,184.2
8,2007,"Electricity, Gas, Steam and Air Conditioning Supply",85.0
8,2007,B - Mining,85.0
8,2007,C - Manufacturing Industry,112.2
8,2007,"D - Electricity, Gas, Steam and Air Conditioning Supply",85.0
8,2008,Total,101.5
8,2008,Coal Exploitation,94.2
8,2008,Oil and Natural Gas Exploitation,58.3
8,2008,Metal Ore Exploitation,65.1
8,2008,Other Types of Mining,160.6
8,2008,Food Products Production,92.6
8,2008,Drink Production,136.5
8,2008,Tobacoo Products Production,45.3
8,2008,Textile Production,107.6
8,2008,Clothing Production,110.8
8,2008,Leather and Leater Item Production,105.3
8,2008,"Wood and Wood, Cork, Straw and Rod - Related Products Production, Except Furniture",148.6
8,2008,Paper and Paper Products Production,76.3
8,2008,Printing and Duplication of Audio and Video Material,90.4
8,2008,Coke and Refined Petroleum Production,85.9
8,2008,Chemicals and Chemical Products Production,122.8
8,2008,Basic Pharmaceutical Products and Remedies Production,81.5
8,2008,Rubber and Plastic Production,97.7
8,2008,Manufacture of Other Non-metallic Minerals Products,166.6
8,2008,Base Metals Production,192.5
8,2008,"Fabricated Metal Products Production, Except Machinery and Equipment",152.1
8,2008,"Computer, Electronic and Optical Products Production",266.8
8,2008,Electrical Equipment Production,79.9
8,2008,Unmentioned Machinery and Equipment Production,172.3
8,2008,"Motor Vehicles, Trailers and Semi-trailer Production",49.0
8,2008,Other Transport Equipment Production,840.9
8,2008,Furniture Production,252.0
8,2008,Other Manufacturing,80.5
8,2008,Repair and Installation of Machinery Equipment,171.2
8,2008,"Electricity, Gas, Steam and Air Conditioning Supply",86.8
8,2008,B - Mining,88.1
8,2008,C - Manufacturing Industry,106.3
8,2008,"D - Electricity, Gas, Steam and Air Conditioning Supply",86.8
8,2009,Total,90.2
8,2009,Coal Exploitation,105.9
8,2009,Oil and Natural Gas Exploitation,74.4
8,2009,Metal Ore Exploitation,76.1
8,2009,Other Types of Mining,111.7
8,2009,Food Products Production,88.8
8,2009,Drink Production,121.8
8,2009,Tobacoo Products Production,31.4
8,2009,Textile Production,96.0
8,2009,Clothing Production,84.3
8,2009,Leather and Leater Item Production,98.5
8,2009,"Wood and Wood, Cork, Straw and Rod - Related Products Production, Except Furniture",87.0
8,2009,Paper and Paper Products Production,76.7
8,2009,Printing and Duplication of Audio and Video Material,105.3
8,2009,Coke and Refined Petroleum Production,73.3
8,2009,Chemicals and Chemical Products Production,82.4
8,2009,Basic Pharmaceutical Products and Remedies Production,59.8
8,2009,Rubber and Plastic Production,81.6
8,2009,Manufacture of Other Non-metallic Minerals Products,148.1
8,2009,Base Metals Production,164.1
8,2009,"Fabricated Metal Products Production, Except Machinery and Equipment",130.9
8,2009,"Computer, Electronic and Optical Products Production",152.8
8,2009,Electrical Equipment Production,72.9
8,2009,Unmentioned Machinery and Equipment Production,109.6
8,2009,"Motor Vehicles, Trailers and Semi-trailer Production",21.1
8,2009,Other Transport Equipment Production,533.9
8,2009,Furniture Production,169.5
8,2009,Other Manufacturing,38.2
8,2009,Repair and Installation of Machinery Equipment,171.2
8,2009,"Electricity, Gas, Steam and Air Conditioning Supply",91.7
8,2009,B - Mining,95.0
8,2009,C - Manufacturing Industry,89.6
8,2009,"D - Electricity, Gas, Steam and Air Conditioning Supply",91.7
8,2010,Total,93.1
8,2010,Coal Exploitation,109.1
8,2010,Oil and Natural Gas Exploitation,87.3
8,2010,Metal Ore Exploitation,82.1
8,2010,Other Types of Mining,139.5
8,2010,Food Products Production,93.8
8,2010,Drink Production,122.2
8,2010,Tobacoo Products Production,42.0
8,2010,Textile Production,118.6
8,2010,Clothing Production,78.6
8,2010,Leather and Leater Item Production,116.7
8,2010,"Wood and Wood, Cork, Straw and Rod - Related Products Production, Except Furniture",69.4
