Month,Year,Activity,ProductionIndex
7,2002,Repair and Installation of Machinery Equipment,327.3
7,2002,"Electricity, Gas, Steam and Air Conditioning Supply",69.2
7,2002,B - Mining,81.5
7,2002,C - Manufacturing Industry,97.3
7,2002,"D - Electricity, Gas, Steam and Air Conditioning Supply",69.2
7,2003,Total,86.5
7,2003,Coal Exploitation,88.7
7,2003,Oil and Natural Gas Exploitation,64.5
7,2003,Metal Ore Exploitation,54.0
7,2003,Other Types of Mining,112.7
7,2003,Food Products Production,74.9
7,2003,Drink Production,117.7
7,2003,Tobacoo Products Production,70.1
7,2003,Textile Production,248.9
7,2003,Clothing Production,174.1
7,2003,Leather and Leater Item Production,203.6
7,2003,"Wood and Wood, Cork, Straw and Rod - Related Products Production, Except Furniture",156.2
7,2003,Paper and Paper Products Production,65.1
7,2003,Printing and Duplication of Audio and Video Material,77.3
7,2003,Coke and Refined Petroleum Production,74.5
7,2003,Chemicals and Chemical Products Production,79.6
7,2003,Basic Pharmaceutical Products and Remedies Production,63.6
7,2003,Rubber and Plastic Production,95.7
7,2003,Manufacture of Other Non-metallic Minerals Products,168.6
7,2003,Base Metals Production,97.2
7,2003,"Fabricated Metal Products Production, Except Machinery and Equipment",106.8
7,2003,"Computer, Electronic and Optical Products Production",1165.2
7,2003,Electrical Equipment Production,51.6
7,2003,Unmentioned Machinery and Equipment Production,201.3
7,2003,"Motor Vehicles, Trailers and Semi-trailer Production",64.7
7,2003,Other Transport Equipment Production,405.6
7,2003,Furniture Production,155.0
7,2003,Other Manufacturing,57.1
7,2003,Repair and Installation of Machinery Equipment,302.9
7,2003,"Electricity, Gas, Steam and Air Conditioning Supply",67.0
7,2003,B - Mining,84.6
7,2003,C - Manufacturing Industry,92.5
7,2003,"D - Electricity, Gas, Steam and Air Conditioning Supply",67.0
7,2004,Total,91.7
7,2004,Coal Exploitation,76.3
7,2004,Oil and Natural Gas Exploitation,60.7
7,2004,Metal Ore Exploitation,46.8
7,2004,Other Types of Mining,114.4
7,2004,Food Products Production,82.4
7,2004,Drink Production,121.2
7,2004,Tobacoo Products Production,64.4
7,2004,Textile Production,231.7
7,2004,Clothing Production,123.6
7,2004,Leather and Leater Item Production,151.9
7,2004,"Wood and Wood, Cork, Straw and Rod - Related Products Production, Except Furniture",233.6
7,2004,Paper and Paper Products Production,75.3
7,2004,Printing and Duplication of Audio and Video Material,93.1
7,2004,Coke and Refined Petroleum Production,91.4
7,2004,Chemicals and Chemical Products Production,99.5
7,2004,Basic Pharmaceutical Products and Remedies Production,63.0
7,2004,Rubber and Plastic Production,91.8
7,2004,Manufacture of Other Non-metallic Minerals Products,169.6
7,2004,Base Metals Production,128.5
7,2004,"Fabricated Metal Products Production, Except Machinery and Equipment",106.1
7,2004,"Computer, Electronic and Optical Products Production",677.4
7,2004,Electrical Equipment Production,48.2
7,2004,Unmentioned Machinery and Equipment Production,350.2
7,2004,"Motor Vehicles, Trailers and Semi-trailer Production",64.1
7,2004,Other Transport Equipment Production,245.9
7,2004,Furniture Production,145.8
7,2004,Other Manufacturing,168.8
7,2004,Repair and Installation of Machinery Equipment,269.8
7,2004,"Electricity, Gas, Steam and Air Conditioning Supply",72.5
7,2004,B - Mining,73.2
7,2004,C - Manufacturing Industry,97.9
7,2004,"D - Electricity, Gas, Steam and Air Conditioning Supply",72.5
7,2005,Total,91.6
7,2005,Coal Exploitation,77.7
7,2005,Oil and Natural Gas Exploitation,59.2
7,2005,Metal Ore Exploitation,61.3
7,2005,Other Types of Mining,143.8
7,2005,Food Products Production,86.3
7,2005,Drink Production,114.8
7,2005,Tobacoo Products Production,102.6
7,2005,Textile Production,214.8
7,2005,Clothing Production,113.3
7,2005,Leather and Leater Item Production,170.7
7,2005,"Wood and Wood, Cork, Straw and Rod - Related Products Production, Except Furniture",155.9
7,2005,Paper and Paper Products Production,70.0
7,2005,Printing and Duplication of Audio and Video Material,66.8
7,2005,Coke and Refined Petroleum Production,101.8
7,2005,Chemicals and Chemical Products Production,102.5
7,2005,Basic Pharmaceutical Products and Remedies Production,56.7
7,2005,Rubber and Plastic Production,109.6
7,2005,Manufacture of Other Non-metallic Minerals Products,163.5
7,2005,Base Metals Production,122.0
7,2005,"Fabricated Metal Products Production, Except Machinery and Equipment",125.0
7,2005,"Computer, Electronic and Optical Products Production",527.6
7,2005,Electrical Equipment Production,59.4
7,2005,Unmentioned Machinery and Equipment Production,164.3
7,2005,"Motor Vehicles, Trailers and Semi-trailer Production",82.4
7,2005,Other Transport Equipment Production,422.6
7,2005,Furniture Production,120.2
7,2005,Other Manufacturing,128.2
7,2005,Repair and Installation of Machinery Equipment,222.8
7,2005,"Electricity, Gas, Steam and Air Conditioning Supply",75.1
7,2005,B - Mining,76.7
7,2005,C - Manufacturing Industry,96.9
7,2005,"D - Electricity, Gas, Steam and Air Conditioning Supply",75.1
7,2006,Total,98.4
7,2006,Coal Exploitation,85.6
7,2006,Oil and Natural Gas Exploitation,59.8
7,2006,Metal Ore Exploitation,46.1
7,2006,Other Types of Mining,160.0
7,2006,Food Products Production,89.9
7,2006,Drink Production,139.0
7,2006,Tobacoo Products Production,96.3
7,2006,Textile Production,218.4
7,2006,Clothing Production,97.1
7,2006,Leather and Leater Item Production,184.2
7,2006,"Wood and Wood, Cork, Straw and Rod - Related Products Production, Except Furniture",157.2
7,2006,Paper and Paper Products Production,65.2
7,2006,Printing and Duplication of Audio and Video Material,79.6
7,2006,Coke and Refined Petroleum Production,82.5
7,2006,Chemicals and Chemical Products Production,117.7
7,2006,Basic Pharmaceutical Products and Remedies Production,107.8
7,2006,Rubber and Plastic Production,97.7
7,2006,Manufacture of Other Non-metallic Minerals Products,174.6
7,2006,Base Metals Production,178.1
7,2006,"Fabricated Metal Products Production, Except Machinery and Equipment",129.0
7,2006,"Computer, Electronic and Optical Products Production",397.8
7,2006,Electrical Equipment Production,45.4
7,2006,Unmentioned Machinery and Equipment Production,128.5
7,2006,"Motor Vehicles, Trailers and Semi-trailer Production",57.4
7,2006,Other Transport Equipment Production,345.6
7,2006,Furniture Production,256.9
7,2006,Other Manufacturing,44.3
7,2006,Repair and Installation of Machinery Equipment,197.8
7,2006,"Electricity, Gas, Steam and Air Conditioning Supply",78.9
7,2006,B - Mining,81.7
7,2006,C - Manufacturing Industry,104.6
7,2006,"D - Electricity, Gas, Steam and Air Conditioning Supply",78.9
7,2007,Total,103.1
7,2007,Coal Exploitation,99.1
7,2007,Oil and Natural Gas Exploitation,58.9
7,2007,Metal Ore Exploitation,58.0
7,2007,Other Types of Mining,159.9
7,2007,Food Products Production,94.6
7,2007,Drink Production,146.2
7,2007,Tobacoo Products Production,72.5
7,2007,Textile Production,175.4
7,2007,Clothing Production,102.3
7,2007,Leather and Leater Item Production,168.6
7,2007,"Wood and Wood, Cork, Straw and Rod - Related Products Production, Except Furniture",203.7
7,2007,Paper and Paper Products Production,75.1
7,2007,Printing and Duplication of Audio and Video Material,100.1
7,2007,Coke and Refined Petroleum Production,93.7
7,2007,Chemicals and Chemical Products Production,136.2
7,2007,Basic Pharmaceutical Products and Remedies Production,54.0
7,2007,Rubber and Plastic Production,107.4
7,2007,Manufacture of Other Non-metallic Minerals Products,161.2
7,2007,Base Metals Production,201.5
7,2007,"Fabricated Metal Products Production, Except Machinery and Equipment",136.7
7,2007,"Computer, Electronic and Optical Products Production",243.0
7,2007,Electrical Equipment Production,86.6
7,2007,Unmentioned Machinery and Equipment Production,157.6
7,2007,"Motor Vehicles, Trailers and Semi-trailer Production",71.8
7,2007,Other Transport Equipment Production,339.1
7,2007,Furniture Production,227.6
7,2007,Other Manufacturing,113.6
7,2007,Repair and Installation of Machinery Equipment,194.9
7,2007,"Electricity, Gas, Steam and Air Conditioning Supply",85.7
7,2007,B - Mining,90.4
7,2007,C - Manufacturing Industry,108.5
7,2007,"D - Electricity, Gas, Steam and Air Conditioning Supply",85.7
7,2008,Total,110.2
7,2008,Coal Exploitation,107.6
7,2008,Oil and Natural Gas Exploitation,57.9
7,2008,Metal Ore Exploitation,58.5
7,2008,Other Types of Mining,162.1
7,2008,Food Products Production,99.8
7,2008,Drink Production,142.1
7,2008,Tobacoo Products Production,91.4
7,2008,Textile Production,136.2
7,2008,Clothing Production,105.0
7,2008,Leather and Leater Item Production,142.6
7,2008,"Wood and Wood, Cork, Straw and Rod - Related Products Production, Except Furniture",184.1
7,2008,Paper and Paper Products Production,81.8
7,2008,Printing and Duplication of Audio and Video Material,102.1
7,2008,Coke and Refined Petroleum Production,89.5
7,2008,Chemicals and Chemical Products Production,133.7
7,2008,Basic Pharmaceutical Products and Remedies Production,81.8
7,2008,Rubber and Plastic Production,115.0
7,2008,Manufacture of Other Non-metallic Minerals Products,173.7
7,2008,Base Metals Production,216.3
7,2008,"Fabricated Metal Products Production, Except Machinery and Equipment",174.4
7,2008,"Computer, Electronic and Optical Products Production",243.7
7,2008,Electrical Equipment Production,75.1
7,2008,Unmentioned Machinery and Equipment Production,162.8
7,2008,"Motor Vehicles, Trailers and Semi-trailer Production",68.2
7,2008,Other Transport Equipment Production,1174.6
7,2008,Furniture Production,263.2
7,2008,Other Manufacturing,40.1
7,2008,Repair and Installation of Machinery Equipment,186.5
7,2008,"Electricity, Gas, Steam and Air Conditioning Supply",91.2
7,2008,B - Mining,95.5
7,2008,C - Manufacturing Industry,115.9
7,2008,"D - Electricity, Gas, Steam and Air Conditioning Supply",91.2
7,2009,Total,92.6
7,2009,Coal Exploitation,113.1
7,2009,Oil and Natural Gas Exploitation,59.1
7,2009,Metal Ore Exploitation,78.9
7,2009,Other Types of Mining,106.8
7,2009,Food Products Production,92.7
7,2009,Drink Production,117.1
7,2009,Tobacoo Products Production,89.2
7,2009,Textile Production,118.6
7,2009,Clothing Production,73.0
7,2009,Leather and Leater Item Production,149.9
7,2009,"Wood and Wood, Cork, Straw and Rod - Related Products Production, Except Furniture",102.9
7,2009,Paper and Paper Products Production,81.7
7,2009,Printing and Duplication of Audio and Video Material,131.9
7,2009,Coke and Refined Petroleum Production,74.0
7,2009,Chemicals and Chemical Products Production,75.7
7,2009,Basic Pharmaceutical Products and Remedies Production,65.5
7,2009,Rubber and Plastic Production,82.4
7,2009,Manufacture of Other Non-metallic Minerals Products,144.8
7,2009,Base Metals Production,128.0
7,2009,"Fabricated Metal Products Production, Except Machinery and Equipment",137.9
7,2009,"Computer, Electronic and Optical Products Production",151.2
7,2009,Electrical Equipment Production,62.8
7,2009,Unmentioned Machinery and Equipment Production,123.5
7,2009,"Motor Vehicles, Trailers and Semi-trailer Production",45.1
7,2009,Other Transport Equipment Production,428.3
7,2009,Furniture Production,185.0
7,2009,Other Manufacturing,97.3
7,2009,Repair and Installation of Machinery Equipment,190.0
7,2009,"Electricity, Gas, Steam and Air Conditioning Supply",93.4
7,2009,B - Mining,95.7
7,2009,C - Manufacturing Industry,92.3
7,2009,"D - Electricity, Gas, Steam and Air Conditioning Supply",93.4
7,2010,Total,96.7
7,2010,Coal Exploitation,107.0
7,2010,Oil and Natural Gas Exploitation,84.8
7,2010,Metal Ore Exploitation,86.1
7,2010,Other Types of Mining,129.1
7,2010,Food Products Production,92.3
7,2010,Drink Production,131.6
7,2010,Tobacoo Products Production,85.1
7,2010,Textile Production,122.0
7,2010,Clothing Production,87.9
7,2010,Leather and Leater Item Production,106.6
7,2010,"Wood and Wood, Cork, Straw and Rod - Related Products Production, Except Furniture",74.2
7,2010,Paper and Paper Products Production,79.9
7,2010,Printing and Duplication of Audio and Video Material,137.2
7,2010,Coke and Refined Petroleum Production,79.1
7,2010,Chemicals and Chemical Products Production,124.2
7,2010,Basic Pharmaceutical Products and Remedies Production,69.9
7,2010,Rubber and Plastic Production,96.4
7,2010,Manufacture of Other Non-metallic Minerals Products,147.6
7,2010,Base Metals Production,142.3
7,2010,"Fabricated Metal Products Production, Except Machinery and Equipment",151.3
7,2010,"Computer, Electronic and Optical Products Production",116.0
7,2010,Electrical Equipment Production,85.2
7,2010,Unmentioned Machinery and Equipment Production,138.1
7,2010,"Motor Vehicles, Trailers and Semi-trailer Production",38.1
7,2010,Other Transport Equipment Production,420.2
7,2010,Furniture Production,138.5
7,2010,Other Manufacturing,62.7
7,2010,Repair and Installation of Machinery Equipment,178.1
7,2010,"Electricity, Gas, Steam and Air Conditioning Supply",92.2
7,2010,B - Mining,98.5
7,2010,C - Manufacturing Industry,98.0
7,2010,"D - Electricity, Gas, Steam and Air Conditioning Supply",92.2
7,2011,Total,93.1
7,2011,Coal Exploitation,84.5
7,2011,Oil and Natural Gas Exploitation,98.9
7,2011,Metal Ore Exploitation,86.1
7,2011,Other Types of Mining,128.6
7,2011,Food Products Production,89.2
7,2011,Drink Production,131.0
7,2011,Tobacoo Products Production,90.4
7,2011,Textile Production,110.4
7,2011,Clothing Production,84.8
7,2011,Leather and Leater Item Production,146.7
7,2011,"Wood and Wood, Cork, Straw and Rod - Related Products Production, Except Furniture",89.9
7,2011,Paper and Paper Products Production,96.1
7,2011,Printing and Duplication of Audio and Video Material,102.2
7,2011,Coke and Refined Petroleum Production,76.4
7,2011,Chemicals and Chemical Products Production,111.1
7,2011,Basic Pharmaceutical Products and Remedies Production,75.9
7,2011,Rubber and Plastic Production,89.8
7,2011,Manufacture of Other Non-metallic Minerals Products,147.5
7,2011,Base Metals Production,139.3
7,2011,"Fabricated Metal Products Production, Except Machinery and Equipment",161.9
7,2011,"Computer, Electronic and Optical Products Production",129.9
7,2011,Electrical Equipment Production,92.1
7,2011,Unmentioned Machinery and Equipment Production,110.9
7,2011,"Motor Vehicles, Trailers and Semi-trailer Production",33.8
7,2011,Other Transport Equipment Production,108.9
7,2011,Furniture Production,134.2
7,2011,Other Manufacturing,38.3
7,2011,Repair and Installation of Machinery Equipment,144.2
7,2011,"Electricity, Gas, Steam and Air Conditioning Supply",87.4
7,2011,B - Mining,86.7
7,2011,C - Manufacturing Industry,95.7
7,2011,"D - Electricity, Gas, Steam and Air Conditioning Supply",87.4
7,2012,Total,91.1
7,2012,Coal Exploitation,106.8
7,2012,Oil and Natural Gas Exploitation,111.1
7,2012,Metal Ore Exploitation,108.8
7,2012,Other Types of Mining,118.7
7,2012,Food Products Production,92.6
7,2012,Drink Production,142.3
7,2012,Tobacoo Products Production,90.3
7,2012,Textile Production,111.7
7,2012,Clothing Production,96.1
7,2012,Leather and Leater Item Production,114.4
7,2012,"Wood and Wood, Cork, Straw and Rod - Related Products Production, Except Furniture",106.8
7,2012,Paper and Paper Products Production,100.3
7,2012,Printing and Duplication of Audio and Video Material,123.7
7,2012,Coke and Refined Petroleum Production,31.7
7,2012,Chemicals and Chemical Products Production,85.7
7,2012,Basic Pharmaceutical Products and Remedies Production,68.8
7,2012,Rubber and Plastic Production,112.3
7,2012,Manufacture of Other Non-metallic Minerals Products,128.0
7,2012,Base Metals Production,79.3
7,2012,"Fabricated Metal Products Production, Except Machinery and Equipment",175.5
7,2012,"Computer, Electronic and Optical Products Production",87.9
7,2012,Electrical Equipment Production,74.4
7,2012,Unmentioned Machinery and Equipment Production,173.2
7,2012,"Motor Vehicles, Trailers and Semi-trailer Production",35.1
7,2012,Other Transport Equipment Production,119.6
7,2012,Furniture Production,145.2
7,2012,Other Manufacturing,50.4
7,2012,Repair and Installation of Machinery Equipment,114.1
7,2012,"Electricity, Gas, Steam and Air Conditioning Supply",85.0
7,2012,B - Mining,105.2
7,2012,C - Manufacturing Industry,91.7
7,2012,"D - Electricity, Gas, Steam and Air Conditioning Supply",85.0
7,2013,Total,103.8
7,2013,Coal Exploitation,108.4
7,2013,Oil and Natural Gas Exploitation,111.2
7,2013,Metal Ore Exploitation,118.3
7,2013,Other Types of Mining,111.0
7,2013,Food Products Production,88.1
7,2013,Drink Production,121.5
7,2013,Tobacoo Products Production,28.2
7,2013,Textile Production,118.6
7,2013,Clothing Production,98.8
7,2013,Leather and Leater Item Production,125.2
7,2013,"Wood and Wood, Cork, Straw and Rod - Related Products Production, Except Furniture",98.8
7,2013,Paper and Paper Products Production,100.2
7,2013,Printing and Duplication of Audio and Video Material,93.6
7,2013,Coke and Refined Petroleum Production,88.9
7,2013,Chemicals and Chemical Products Production,121.5
7,2013,Basic Pharmaceutical Products and Remedies Production,96.9
7,2013,Rubber and Plastic Production,105.7
7,2013,Manufacture of Other Non-metallic Minerals Products,118.3
7,2013,Base Metals Production,83.5
7,2013,"Fabricated Metal Products Production, Except Machinery and Equipment",190.1
7,2013,"Computer, Electronic and Optical Products Production",84.9
7,2013,Electrical Equipment Production,94.9
7,2013,Unmentioned Machinery and Equipment Production,93.4
7,2013,"Motor Vehicles, Trailers and Semi-trailer Production",150.4
7,2013,Other Transport Equipment Production,290.6
7,2013,Furniture Production,143.1
7,2013,Other Manufacturing,96.0
7,2013,Repair and Installation of Machinery Equipment,133.4
7,2013,"Electricity, Gas, Steam and Air Conditioning Supply",103.9
7,2013,B - Mining,107.7
7,2013,C - Manufacturing Industry,103.8
7,2013,"D - Electricity, Gas, Steam and Air Conditioning Supply",103.9
7,2014,Total,90.9
7,2014,Coal Exploitation,52.9
7,2014,Oil and Natural Gas Exploitation,107.8
7,2014,Metal Ore Exploitation,108.8
7,2014,Other Types of Mining,106.8
7,2014,Food Products Production,88.0
7,2014,Drink Production,123.8
7,2014,Tobacoo Products Production,27.3
7,2014,Textile Production,65.8
7,2014,Clothing Production,108.6
7,2014,Leather and Leater Item Production,103.9
7,2014,"Wood and Wood, Cork, Straw and Rod - Related Products Production, Except Furniture",127.5
7,2014,Paper and Paper Products Production,95.5
7,2014,Printing and Duplication of Audio and Video Material,92.7
7,2014,Coke and Refined Petroleum Production,116.0
7,2014,Chemicals and Chemical Products Production,90.2
7,2014,Basic Pharmaceutical Products and Remedies Production,92.5
7,2014,Rubber and Plastic Production,99.0
7,2014,Manufacture of Other Non-metallic Minerals Products,124.9
7,2014,Base Metals Production,80.4
7,2014,"Fabricated Metal Products Production, Except Machinery and Equipment",95.9
7,2014,"Computer, Electronic and Optical Products Production",111.1
7,2014,Electrical Equipment Production,108.5
7,2014,Unmentioned Machinery and Equipment Production,76.9
7,2014,"Motor Vehicles, Trailers and Semi-trailer Production",108.0
7,2014,Other Transport Equipment Production,141.9
7,2014,Furniture Production,94.2
7,2014,Other Manufacturing,77.2
7,2014,Repair and Installation of Machinery Equipment,106.1
7,2014,"Electricity, Gas, Steam and Air Conditioning Supply",69.1
7,2014,B - Mining,75.2
7,2014,C - Manufacturing Industry,97.0
7,2014,"D - Electricity, Gas, Steam and Air Conditioning Supply",69.1
7,2015,Total,100.5
7,2015,Coal Exploitation,98.7
7,2015,Oil and Natural Gas Exploitation,102.1
7,2015,Metal Ore Exploitation,112.2
7,2015,Other Types of Mining,124.2
7,2015,Food Products Production,93.3
7,2015,Drink Production,127.7
7,2015,Tobacoo Products Production,91.1
7,2015,Textile Production,115.2
7,2015,Clothing Production,96.6
7,2015,Leather and Leater Item Production,96.1
7,2015,"Wood and Wood, Cork, Straw and Rod - Related Products Production, Except Furniture",110.8
7,2015,Paper and Paper Products Production,102.1
7,2015,Printing and Duplication of Audio and Video Material,110.2
7,2015,Coke and Refined Petroleum Production,109.4
7,2015,Chemicals and Chemical Products Production,90.7
7,2015,Basic Pharmaceutical Products and Remedies Production,99.5
7,2015,Rubber and Plastic Production,105.2
7,2015,Manufacture of Other Non-metallic Minerals Products,121.2
7,2015,Base Metals Production,107.3
7,2015,"Fabricated Metal Products Production, Except Machinery and Equipment",93.4
7,2015,"Computer, Electronic and Optical Products Production",90.7
7,2015,Electrical Equipment Production,106.3
7,2015,Unmentioned Machinery and Equipment Production,106.9
7,2015,"Motor Vehicles, Trailers and Semi-trailer Production",77.7
7,2015,Other Transport Equipment Production,113.7
7,2015,Furniture Production,103.8
7,2015,Other Manufacturing,108.0
7,2015,Repair and Installation of Machinery Equipment,107.9
7,2015,"Electricity, Gas, Steam and Air Conditioning Supply",93.7
7,2015,B - Mining,102.7
7,2015,C - Manufacturing Industry,101.7
7,2015,"D - Electricity, Gas, Steam and Air Conditioning Supply",93.7
7,2016,Total,103.6
7,2016,Coal Exploitation,104.2
7,2016,Oil and Natural Gas Exploitation,92.5
7,2016,Metal Ore Exploitation,115.6
7,2016,Other Types of Mining,136.4
7,2016,Food Products Production,96.4
7,2016,Drink Production,126.6
7,2016,Tobacoo Products Production,121.6
7,2016,Textile Production,80.8
7,2016,Clothing Production,109.0
7,2016,Leather and Leater Item Production,102.1
7,2016,"Wood and Wood, Cork, Straw and Rod - Related Products Production, Except Furniture",90.0
7,2016,Paper and Paper Products Production,99.9
7,2016,Printing and Duplication of Audio and Video Material,93.1
7,2016,Coke and Refined Petroleum Production,127.0
7,2016,Chemicals and Chemical Products Production,112.8
7,2016,Basic Pharmaceutical Products and Remedies Production,104.7
7,2016,Rubber and Plastic Production,116.4
7,2016,Manufacture of Other Non-metallic Minerals Products,123.6
7,2016,Base Metals Production,121.6
7,2016,"Fabricated Metal Products Production, Except Machinery and Equipment",96.4
7,2016,"Computer, Electronic and Optical Products Production",92.6
7,2016,Electrical Equipment Production,105.7
7,2016,Unmentioned Machinery and Equipment Production,108.4
7,2016,"Motor Vehicles, Trailers and Semi-trailer Production",84.6
7,2016,Other Transport Equipment Production,94.6
7,2016,Furniture Production,115.7
7,2016,Other Manufacturing,121.1
7,2016,Repair and Installation of Machinery Equipment,95.8
7,2016,"Electricity, Gas, Steam and Air Conditioning Supply",85.2
7,2016,B - Mining,106.6
7,2016,C - Manufacturing Industry,107.5
7,2016,"D - Electricity, Gas, Steam and Air Conditioning Supply",85.2
7,2017,Total,107.0
7,2017,Coal Exploitation,108.5
7,2017,Oil and Natural Gas Exploitation,89.5
7,2017,Metal Ore Exploitation,121.3
7,2017,Other Types of Mining,133.5
7,2017,Food Products Production,94.3
7,2017,Drink Production,132.0
7,2017,Tobacoo Products Production,131.3
7,2017,Textile Production,105.5
7,2017,Clothing Production,112.4
7,2017,Leather and Leater Item Production,87.2
7,2017,"Wood and Wood, Cork, Straw and Rod - Related Products Production, Except Furniture",111.8
7,2017,Paper and Paper Products Production,115.6
7,2017,Printing and Duplication of Audio and Video Material,86.8
7,2017,Coke and Refined Petroleum Production,111.4
7,2017,Chemicals and Chemical Products Production,139.4
7,2017,Basic Pharmaceutical Products and Remedies Production,109.4
7,2017,Rubber and Plastic Production,127.1
7,2017,Manufacture of Other Non-metallic Minerals Products,120.9
7,2017,Base Metals Production,135.3
7,2017,"Fabricated Metal Products Production, Except Machinery and Equipment",116.5
7,2017,"Computer, Electronic and Optical Products Production",98.2
7,2017,Electrical Equipment Production,114.4
7,2017,Unmentioned Machinery and Equipment Production,112.5
7,2017,"Motor Vehicles, Trailers and Semi-trailer Production",60.9
7,2017,Other Transport Equipment Production,133.0
7,2017,Furniture Production,120.7
7,2017,Other Manufacturing,118.6
7,2017,Repair and Installation of Machinery Equipment,88.2
7,2017,"Electricity, Gas, Steam and Air Conditioning Supply",88.0
7,2017,B - Mining,109.5
7,2017,C - Manufacturing Industry,111.2
7,2017,"D - Electricity, Gas, Steam and Air Conditioning Supply",88.0
7,2018,Total,108.4
7,2018,Coal Exploitation,91.7
7,2018,Oil and Natural Gas Exploitation,86.2
7,2018,Metal Ore Exploitation,128.9
7,2018,Other Types of Mining,135.4
7,2018,Food Products Production,97.2
7,2018,Drink Production,121.8
7,2018,Tobacoo Products Production,135.7
7,2018,Textile Production,88.4
7,2018,Clothing Production,107.3
7,2018,Leather and Leater Item Production,93.0
7,2018,"Wood and Wood, Cork, Straw and Rod - Related Products Production, Except Furniture",111.9
7,2018,Paper and Paper Products Production,116.4
7,2018,Printing and Duplication of Audio and Video Material,93.7
7,2018,Coke and Refined Petroleum Production,122.2
7,2018,Chemicals and Chemical Products Production,128.5
7,2018,Basic Pharmaceutical Products and Remedies Production,115.0
7,2018,Rubber and Plastic Production,139.8
7,2018,Manufacture of Other Non-metallic Minerals Products,133.6
7,2018,Base Metals Production,141.8
7,2018,"Fabricated Metal Products Production, Except Machinery and Equipment",118.9
7,2018,"Computer, Electronic and Optical Products Production",95.4
7,2018,Electrical Equipment Production,100.8
7,2018,Unmentioned Machinery and Equipment Production,123.1
7,2018,"Motor Vehicles, Trailers and Semi-trailer Production",59.6
7,2018,Other Transport Equipment Production,146.3
7,2018,Furniture Production,121.0
7,2018,Other Manufacturing,161.6
7,2018,Repair and Installation of Machinery Equipment,111.2
7,2018,"Electricity, Gas, Steam and Air Conditioning Supply",87.6
7,2018,B - Mining,100.4
7,2018,C - Manufacturing Industry,114.4
7,2018,"D - Electricity, Gas, Steam and Air Conditioning Supply",87.6
7,2019,Total,113.0
7,2019,Coal Exploitation,93.5
7,2019,Oil and Natural Gas Exploitation,82.8
7,2019,Metal Ore Exploitation,110.0
7,2019,Other Types of Mining,144.3
7,2019,Food Products Production,95.8
7,2019,Drink Production,131.9
7,2019,Tobacoo Products Production,109.9
7,2019,Textile Production,89.5
7,2019,Clothing Production,111.9
7,2019,Leather and Leater Item Production,96.2
7,2019,"Wood and Wood, Cork, Straw and Rod - Related Products Production, Except Furniture",98.8
7,2019,Paper and Paper Products Production,133.1
7,2019,Printing and Duplication of Audio and Video Material,84.4
7,2019,Coke and Refined Petroleum Production,138.6
7,2019,Chemicals and Chemical Products Production,149.6
7,2019,Basic Pharmaceutical Products and Remedies Production,133.6
7,2019,Rubber and Plastic Production,147.9
7,2019,Manufacture of Other Non-metallic Minerals Products,142.0
7,2019,Base Metals Production,153.0
7,2019,"Fabricated Metal Products Production, Except Machinery and Equipment",134.6
7,2019,"Computer, Electronic and Optical Products Production",154.2
7,2019,Electrical Equipment Production,112.7
7,2019,Unmentioned Machinery and Equipment Production,121.5
7,2019,"Motor Vehicles, Trailers and Semi-trailer Production",63.4
7,2019,Other Transport Equipment Production,214.5
7,2019,Furniture Production,134.3
7,2019,Other Manufacturing,164.0
7,2019,Repair and Installation of Machinery Equipment,107.2
7,2019,"Electricity, Gas, Steam and Air Conditioning Supply",83.6
7,2019,B - Mining,98.0
7,2019,C - Manufacturing Industry,121.9
7,2019,"D - Electricity, Gas, Steam and Air Conditioning Supply",83.6
8,2000,Total,93.7
8,2000,Coal Exploitation,95.4
8,2000,Oil and Natural Gas Exploitation,97.0
8,2000,Metal Ore Exploitation,115.7
8,2000,Other Types of Mining,103.5
8,2000,Food Products Production,82.8
8,2000,Drink Production,116.2
8,2000,Tobacoo Products Production,67.0
8,2000,Textile Production,390.2
8,2000,Clothing Production,378.5
8,2000,Leather and Leater Item Production,364.8
8,2000,"Wood and Wood, Cork, Straw and Rod - Related Products Production, Except Furniture",524.2
8,2000,Paper and Paper Products Production,82.9
8,2000,Printing and Duplication of Audio and Video Material,80.9
8,2000,Coke and Refined Petroleum Production,32.7
8,2000,Chemicals and Chemical Products Production,85.7
8,2000,Basic Pharmaceutical Products and Remedies Production,37.1
8,2000,Rubber and Plastic Production,55.4
8,2000,Manufacture of Other Non-metallic Minerals Products,174.6
8,2000,Base Metals Production,108.1
8,2000,"Fabricated Metal Products Production, Except Machinery and Equipment",153.3
8,2000,"Computer, Electronic and Optical Products Production",2141.4
8,2000,Electrical Equipment Production,63.8
8,2000,Unmentioned Machinery and Equipment Production,233.0
8,2000,"Motor Vehicles, Trailers and Semi-trailer Production",71.3
8,2000,Other Transport Equipment Production,625.6
8,2000,Furniture Production,120.6
8,2000,Other Manufacturing,141.7
8,2000,Repair and Installation of Machinery Equipment,348.2
8,2000,"Electricity, Gas, Steam and Air Conditioning Supply",74.8
8,2000,B - Mining,99.3
8,2000,C - Manufacturing Industry,99.1
8,2000,"D - Electricity, Gas, Steam and Air Conditioning Supply",74.8
8,2001,Total,86.9
8,2001,Coal Exploitation,83.2
8,2001,Oil and Natural Gas Exploitation,76.4
8,2001,Metal Ore Exploitation,61.2
