Year,Region,Gender,AgeGroup,Amount
2015,State,M,1,33453
2015,Belgrade,M,1,9140
2015,Voyvodina/North,M,1,8939
2015,Central and West,M,1,8744
2015,South and East,M,1,6630
2015,State,M,2,34293
2015,Belgrade,M,2,9149
2015,Voyvodina/North,M,2,9246
2015,Central and West,M,2,9229
2015,South and East,M,2,6669
2015,State,M,3,33787
2015,Belgrade,M,3,8997
2015,Voyvodina/North,M,3,9173
2015,Central and West,M,3,8961
2015,South and East,M,3,6656
2015,State,M,4,33900
2015,Belgrade,M,4,8825
2015,Voyvodina/North,M,4,9140
2015,Central and West,M,4,9279
2015,South and East,M,4,6656
2015,State,M,5,34719
2015,Belgrade,M,5,8510
2015,Voyvodina/North,M,5,9304
2015,Central and West,M,5,9827
2015,South and East,M,5,7078
2015,State,M,6,34536
2015,Belgrade,M,6,8426
2015,Voyvodina/North,M,6,9267
2015,Central and West,M,6,9680
2015,South and East,M,6,7163
2015,State,M,7,34036
2015,Belgrade,M,7,7896
2015,Voyvodina/North,M,7,9134
2015,Central and West,M,7,9805
2015,South and East,M,7,7201
2015,State,M,8,34966
2015,Belgrade,M,8,7923
2015,Voyvodina/North,M,8,9310
2015,Central and West,M,8,10224
2015,South and East,M,8,7509
2015,State,M,9,35786
2015,Belgrade,M,9,7950
2015,Voyvodina/North,M,9,9581
2015,Central and West,M,9,10489
2015,South and East,M,9,7766
2015,State,M,10,36736
2015,Belgrade,M,10,8017
2015,Voyvodina/North,M,10,9706
2015,Central and West,M,10,10693
2015,South and East,M,10,8320
2015,State,M,11,37227
2015,Belgrade,M,11,7937
2015,Voyvodina/North,M,11,9921
2015,Central and West,M,11,10930
2015,South and East,M,11,8439
2015,State,M,12,36953
2015,Belgrade,M,12,8058
2015,Voyvodina/North,M,12,9736
2015,Central and West,M,12,10602
2015,South and East,M,12,8557
2015,State,M,13,37252
2015,Belgrade,M,13,7931
2015,Voyvodina/North,M,13,10017
2015,Central and West,M,13,10779
2015,South and East,M,13,8525
2015,State,M,14,34791
2015,Belgrade,M,14,7369
2015,Voyvodina/North,M,14,9227
2015,Central and West,M,14,10158
2015,South and East,M,14,8037
2015,State,M,15,35210
2015,Belgrade,M,15,7387
2015,Voyvodina/North,M,15,9333
2015,Central and West,M,15,10293
2015,South and East,M,15,8197
2015,State,M,16,35944
2015,Belgrade,M,16,7477
2015,Voyvodina/North,M,16,9641
2015,Central and West,M,16,10388
2015,South and East,M,16,8438
2015,State,M,17,37488
2015,Belgrade,M,17,7791
2015,Voyvodina/North,M,17,10074
2015,Central and West,M,17,10880
2015,South and East,M,17,8743
2015,State,M,18,39648
2015,Belgrade,M,18,8399
2015,Voyvodina/North,M,18,10659
2015,Central and West,M,18,11339
2015,South and East,M,18,9251
2015,State,M,19,41889
2015,Belgrade,M,19,8877
2015,Voyvodina/North,M,19,11349
2015,Central and West,M,19,11848
2015,South and East,M,19,9815
2015,State,M,20,41685
2015,Belgrade,M,20,8889
2015,Voyvodina/North,M,20,11196
2015,Central and West,M,20,11771
2015,South and East,M,20,9829
2015,State,M,21,42636
2015,Belgrade,M,21,8963
2015,Voyvodina/North,M,21,11601
2015,Central and West,M,21,12090
2015,South and East,M,21,9982
2015,State,M,22,42357
2015,Belgrade,M,22,9148
2015,Voyvodina/North,M,22,11342
2015,Central and West,M,22,11911
2015,South and East,M,22,9956
2015,State,M,23,43939
2015,Belgrade,M,23,9727
2015,Voyvodina/North,M,23,11854
2015,Central and West,M,23,12553
2015,South and East,M,23,9805
2015,State,M,24,43989
2015,Belgrade,M,24,9826
2015,Voyvodina/North,M,24,12018
2015,Central and West,M,24,12347
2015,South and East,M,24,9798
2015,State,M,25,44119
2015,Belgrade,M,25,10293
2015,Voyvodina/North,M,25,11896
2015,Central and West,M,25,12176
2015,South and East,M,25,9754
2015,State,M,26,47072
2015,Belgrade,M,26,11032
2015,Voyvodina/North,M,26,13048
2015,Central and West,M,26,12877
2015,South and East,M,26,10115
2015,State,M,27,47475
2015,Belgrade,M,27,11504
2015,Voyvodina/North,M,27,13012
2015,Central and West,M,27,12776
2015,South and East,M,27,10183
2015,State,M,28,47031
2015,Belgrade,M,28,11672
2015,Voyvodina/North,M,28,12874
2015,Central and West,M,28,12582
2015,South and East,M,28,9903
2015,State,M,29,48259
2015,Belgrade,M,29,12043
2015,Voyvodina/North,M,29,13303
2015,Central and West,M,29,12723
2015,South and East,M,29,10190
2015,State,M,30,50277
2015,Belgrade,M,30,12899
2015,Voyvodina/North,M,30,13926
2015,Central and West,M,30,13320
2015,South and East,M,30,10132
2015,State,M,31,50574
2015,Belgrade,M,31,13240
2015,Voyvodina/North,M,31,13928
2015,Central and West,M,31,13125
2015,South and East,M,31,10281
2015,State,M,32,49737
2015,Belgrade,M,32,13101
2015,Voyvodina/North,M,32,13579
2015,Central and West,M,32,13042
2015,South and East,M,32,10015
2015,State,M,33,49260
2015,Belgrade,M,33,13057
2015,Voyvodina/North,M,33,13539
2015,Central and West,M,33,12761
2015,South and East,M,33,9903
2015,State,M,34,50443
2015,Belgrade,M,34,13469
2015,Voyvodina/North,M,34,13815
2015,Central and West,M,34,12992
2015,South and East,M,34,10167
2015,State,M,35,50330
2015,Belgrade,M,35,13357
2015,Voyvodina/North,M,35,13948
2015,Central and West,M,35,12912
2015,South and East,M,35,10113
2015,State,M,36,51031
2015,Belgrade,M,36,13221
2015,Voyvodina/North,M,36,14328
2015,Central and West,M,36,13176
2015,South and East,M,36,10306
2015,State,M,37,51173
2015,Belgrade,M,37,13080
2015,Voyvodina/North,M,37,13945
2015,Central and West,M,37,13641
2015,South and East,M,37,10507
2015,State,M,38,51321
2015,Belgrade,M,38,12788
2015,Voyvodina/North,M,38,13886
2015,Central and West,M,38,13936
2015,South and East,M,38,10711
2015,State,M,39,51234
2015,Belgrade,M,39,12469
2015,Voyvodina/North,M,39,13905
2015,Central and West,M,39,13850
2015,South and East,M,39,11010
2015,State,M,40,49694
2015,Belgrade,M,40,12172
2015,Voyvodina/North,M,40,13388
2015,Central and West,M,40,13442
2015,South and East,M,40,10692
2015,State,M,41,49430
2015,Belgrade,M,41,11989
2015,Voyvodina/North,M,41,13299
2015,Central and West,M,41,13392
2015,South and East,M,41,10750
2015,State,M,42,47574
2015,Belgrade,M,42,11197
2015,Voyvodina/North,M,42,12630
2015,Central and West,M,42,12924
2015,South and East,M,42,10823
2015,State,M,43,47896
2015,Belgrade,M,43,11426
2015,Voyvodina/North,M,43,12921
2015,Central and West,M,43,13070
2015,South and East,M,43,10479
2015,State,M,44,46695
2015,Belgrade,M,44,11190
2015,Voyvodina/North,M,44,12378
2015,Central and West,M,44,12834
2015,South and East,M,44,10293
2015,State,M,45,46932
2015,Belgrade,M,45,10790
2015,Voyvodina/North,M,45,12451
2015,Central and West,M,45,13010
2015,South and East,M,45,10681
2015,State,M,46,46004
2015,Belgrade,M,46,10292
2015,Voyvodina/North,M,46,12716
2015,Central and West,M,46,12660
2015,South and East,M,46,10336
2015,State,M,47,46412
2015,Belgrade,M,47,10363
2015,Voyvodina/North,M,47,12747
2015,Central and West,M,47,12945
2015,South and East,M,47,10357
2015,State,M,48,46119
2015,Belgrade,M,48,9988
2015,Voyvodina/North,M,48,13119
2015,Central and West,M,48,12714
2015,South and East,M,48,10298
2015,State,M,49,47315
2015,Belgrade,M,49,10266
2015,Voyvodina/North,M,49,13221
2015,Central and West,M,49,13259
2015,South and East,M,49,10569
2015,State,M,50,45675
2015,Belgrade,M,50,9924
2015,Voyvodina/North,M,50,12856
2015,Central and West,M,50,12746
2015,South and East,M,50,10149
2015,State,M,51,47285
2015,Belgrade,M,51,10172
2015,Voyvodina/North,M,51,13180
2015,Central and West,M,51,13524
2015,South and East,M,51,10409
2015,State,M,52,47690
2015,Belgrade,M,52,10078
2015,Voyvodina/North,M,52,13434
2015,Central and West,M,52,13784
2015,South and East,M,52,10394
2015,State,M,53,49160
2015,Belgrade,M,53,10265
2015,Voyvodina/North,M,53,13880
2015,Central and West,M,53,14098
2015,South and East,M,53,10917
2015,State,M,54,50782
2015,Belgrade,M,54,10410
2015,Voyvodina/North,M,54,14208
2015,Central and West,M,54,14853
2015,South and East,M,54,11311
2015,State,M,55,48955
2015,Belgrade,M,55,10159
2015,Voyvodina/North,M,55,13592
2015,Central and West,M,55,14387
2015,South and East,M,55,10817
2015,State,M,56,49570
2015,Belgrade,M,56,10346
2015,Voyvodina/North,M,56,13146
2015,Central and West,M,56,15008
2015,South and East,M,56,11070
2015,State,M,57,48250
2015,Belgrade,M,57,10142
2015,Voyvodina/North,M,57,13455
2015,Central and West,M,57,14016
2015,South and East,M,57,10637
2015,State,M,58,52395
2015,Belgrade,M,58,11298
2015,Voyvodina/North,M,58,14784
2015,Central and West,M,58,15248
2015,South and East,M,58,11065
2015,State,M,59,54337
2015,Belgrade,M,59,11556
2015,Voyvodina/North,M,59,14867
2015,Central and West,M,59,15967
2015,South and East,M,59,11947
2015,State,M,60,57043
2015,Belgrade,M,60,12237
2015,Voyvodina/North,M,60,14802
2015,Central and West,M,60,17406
2015,South and East,M,60,12598
2015,State,M,61,55318
2015,Belgrade,M,61,11799
2015,Voyvodina/North,M,61,14329
2015,Central and West,M,61,16542
2015,South and East,M,61,12648
2015,State,M,62,56495
2015,Belgrade,M,62,12161
2015,Voyvodina/North,M,62,14176
2015,Central and West,M,62,17248
2015,South and East,M,62,12910
2015,State,M,63,47775
2015,Belgrade,M,63,10470
2015,Voyvodina/North,M,63,12418
2015,Central and West,M,63,13930
2015,South and East,M,63,10957
2015,State,M,64,51858
2015,Belgrade,M,64,11352
2015,Voyvodina/North,M,64,13261
2015,Central and West,M,64,15073
2015,South and East,M,64,12172
2015,State,M,65,47852
2015,Belgrade,M,65,10494
2015,Voyvodina/North,M,65,12692
2015,Central and West,M,65,13740
2015,South and East,M,65,10926
2015,State,M,66,45284
2015,Belgrade,M,66,9771
2015,Voyvodina/North,M,66,11620
2015,Central and West,M,66,12414
2015,South and East,M,66,11479
2015,State,M,67,41241
2015,Belgrade,M,67,9075
2015,Voyvodina/North,M,67,10888
2015,Central and West,M,67,11069
2015,South and East,M,67,10209
2015,State,M,68,34466
2015,Belgrade,M,68,7729
2015,Voyvodina/North,M,68,9376
2015,Central and West,M,68,9620
2015,South and East,M,68,7741
2015,State,M,69,24934
2015,Belgrade,M,69,5528
2015,Voyvodina/North,M,69,6234
2015,Central and West,M,69,7159
2015,South and East,M,69,6013
2015,State,M,70,26923
2015,Belgrade,M,70,5506
2015,Voyvodina/North,M,70,6355
2015,Central and West,M,70,7878
2015,South and East,M,70,7184
2015,State,M,71,26729
2015,Belgrade,M,71,5181
2015,Voyvodina/North,M,71,6615
2015,Central and West,M,71,7945
2015,South and East,M,71,6988
2015,State,M,72,26726
2015,Belgrade,M,72,5520
2015,Voyvodina/North,M,72,6812
2015,Central and West,M,72,7214
2015,South and East,M,72,7180
2015,State,M,73,27217
2015,Belgrade,M,73,5872
2015,Voyvodina/North,M,73,6855
2015,Central and West,M,73,7733
2015,South and East,M,73,6757
2015,State,M,74,28280
2015,Belgrade,M,74,5953
2015,Voyvodina/North,M,74,6797
2015,Central and West,M,74,8506
2015,South and East,M,74,7024
2015,State,M,75,25897
2015,Belgrade,M,75,5705
2015,Voyvodina/North,M,75,6418
2015,Central and West,M,75,7721
2015,South and East,M,75,6053
2015,State,M,76,24579
2015,Belgrade,M,76,5417
2015,Voyvodina/North,M,76,6040
2015,Central and West,M,76,7262
2015,South and East,M,76,5860
2015,State,M,77,23670
2015,Belgrade,M,77,5232
2015,Voyvodina/North,M,77,5487
2015,Central and West,M,77,7143
2015,South and East,M,77,5808
2015,State,M,78,22165
2015,Belgrade,M,78,4925
2015,Voyvodina/North,M,78,5251
2015,Central and West,M,78,6588
2015,South and East,M,78,5401
2015,State,M,79,20542
2015,Belgrade,M,79,4661
2015,Voyvodina/North,M,79,4676
2015,Central and West,M,79,6190
2015,South and East,M,79,5015
2015,State,M,80,19065
2015,Belgrade,M,80,4274
2015,Voyvodina/North,M,80,4098
2015,Central and West,M,80,5846
2015,South and East,M,80,4847
2015,State,M,81,16726
2015,Belgrade,M,81,3663
2015,Voyvodina/North,M,81,3783
2015,Central and West,M,81,5020
2015,South and East,M,81,4260
2015,State,M,82,14827
2015,Belgrade,M,82,3126
2015,Voyvodina/North,M,82,3235
2015,Central and West,M,82,4563
2015,South and East,M,82,3903
2015,State,M,83,12607
2015,Belgrade,M,83,2703
2015,Voyvodina/North,M,83,2531
2015,Central and West,M,83,4185
2015,South and East,M,83,3188
2015,State,M,84,10948
2015,Belgrade,M,84,2381
2015,Voyvodina/North,M,84,2479
2015,Central and West,M,84,3372
2015,South and East,M,84,2716
2015,State,M,85,36405
2015,Belgrade,M,85,8657
2015,Voyvodina/North,M,85,7503
2015,Central and West,M,85,10975
2015,South and East,M,85,9270
2015,State,F,-1,3649994
2015,Belgrade,F,-1,885044
2015,Voyvodina/North,F,-1,973146
2015,Central and West,F,-1,1004251
2015,South and East,F,-1,787553
2015,State,F,0,31978
2015,Belgrade,F,0,8877
2015,Voyvodina/North,F,0,8449
2015,Central and West,F,0,8397
2015,South and East,F,0,6255
2015,State,F,1,31659
2015,Belgrade,F,1,8568
2015,Voyvodina/North,F,1,8497
2015,Central and West,F,1,8263
2015,South and East,F,1,6331
2015,State,F,2,32518
2015,Belgrade,F,2,8901
2015,Voyvodina/North,F,2,8673
2015,Central and West,F,2,8651
2015,South and East,F,2,6293
2015,State,F,3,31529
2015,Belgrade,F,3,8477
2015,Voyvodina/North,F,3,8321
2015,Central and West,F,3,8346
2015,South and East,F,3,6385
2015,State,F,4,32199
2015,Belgrade,F,4,8354
2015,Voyvodina/North,F,4,8609
2015,Central and West,F,4,8907
2015,South and East,F,4,6329
2015,State,F,5,32404
2015,Belgrade,F,5,8130
2015,Voyvodina/North,F,5,8769
2015,Central and West,F,5,8988
2015,South and East,F,5,6517
2015,State,F,6,32183
2015,Belgrade,F,6,7807
2015,Voyvodina/North,F,6,8612
2015,Central and West,F,6,9247
2015,South and East,F,6,6517
2015,State,F,7,32069
2015,Belgrade,F,7,7641
2015,Voyvodina/North,F,7,8751
2015,Central and West,F,7,9063
2015,South and East,F,7,6614
2015,State,F,8,33268
2015,Belgrade,F,8,7561
2015,Voyvodina/North,F,8,9096
2015,Central and West,F,8,9493
2015,South and East,F,8,7118
2015,State,F,9,34167
2015,Belgrade,F,9,7620
2015,Voyvodina/North,F,9,9177
2015,Central and West,F,9,10040
2015,South and East,F,9,7330
2015,State,F,10,34492
2015,Belgrade,F,10,7384
2015,Voyvodina/North,F,10,9219
2015,Central and West,F,10,10095
2015,South and East,F,10,7794
2015,State,F,11,35105
2015,Belgrade,F,11,7618
2015,Voyvodina/North,F,11,9306
2015,Central and West,F,11,10348
2015,South and East,F,11,7833
2015,State,F,12,34980
2015,Belgrade,F,12,7524
2015,Voyvodina/North,F,12,9454
2015,Central and West,F,12,10153
2015,South and East,F,12,7849
2015,State,F,13,35239
2015,Belgrade,F,13,7567
2015,Voyvodina/North,F,13,9405
2015,Central and West,F,13,10178
2015,South and East,F,13,8089
2015,State,F,14,33028
2015,Belgrade,F,14,6974
2015,Voyvodina/North,F,14,8795
2015,Central and West,F,14,9720
2015,South and East,F,14,7539
2015,State,F,15,32813
2015,Belgrade,F,15,6962
2015,Voyvodina/North,F,15,8637
2015,Central and West,F,15,9536
2015,South and East,F,15,7678
2015,State,F,16,34106
2015,Belgrade,F,16,7132
2015,Voyvodina/North,F,16,9178
2015,Central and West,F,16,9861
2015,South and East,F,16,7935
2015,State,F,17,35506
2015,Belgrade,F,17,7373
2015,Voyvodina/North,F,17,9510
2015,Central and West,F,17,10367
2015,South and East,F,17,8256
2015,State,F,18,37225
2015,Belgrade,F,18,7681
2015,Voyvodina/North,F,18,10006
2015,Central and West,F,18,10885
2015,South and East,F,18,8653
2015,State,F,19,39196
2015,Belgrade,F,19,8230
2015,Voyvodina/North,F,19,10604
2015,Central and West,F,19,11264
2015,South and East,F,19,9098
2015,State,F,20,39212
2015,Belgrade,F,20,8506
2015,Voyvodina/North,F,20,10586
2015,Central and West,F,20,11141
2015,South and East,F,20,8979
2015,State,F,21,40091
2015,Belgrade,F,21,8716
2015,Voyvodina/North,F,21,10730
2015,Central and West,F,21,11466
2015,South and East,F,21,9179
2015,State,F,22,40433
2015,Belgrade,F,22,9195
2015,Voyvodina/North,F,22,10781
2015,Central and West,F,22,11372
2015,South and East,F,22,9085
2015,State,F,23,42121
2015,Belgrade,F,23,9771
2015,Voyvodina/North,F,23,11450
2015,Central and West,F,23,11731
2015,South and East,F,23,9169
2015,State,F,24,41880
2015,Belgrade,F,24,10062
2015,Voyvodina/North,F,24,11216
2015,Central and West,F,24,11608
2015,South and East,F,24,8994
2015,State,F,25,42358
2015,Belgrade,F,25,10701
2015,Voyvodina/North,F,25,11382
2015,Central and West,F,25,11229
2015,South and East,F,25,9046
2015,State,F,26,44504
2015,Belgrade,F,26,11877
2015,Voyvodina/North,F,26,12083
2015,Central and West,F,26,11416
2015,South and East,F,26,9128
2015,State,F,27,45179
2015,Belgrade,F,27,12447
2015,Voyvodina/North,F,27,12103
2015,Central and West,F,27,11526
2015,South and East,F,27,9103
2015,State,F,28,45293
2015,Belgrade,F,28,12602
2015,Voyvodina/North,F,28,12072
2015,Central and West,F,28,11444
2015,South and East,F,28,9175
2015,State,F,29,46266
2015,Belgrade,F,29,13052
2015,Voyvodina/North,F,29,12431
2015,Central and West,F,29,11657
2015,South and East,F,29,9126
2015,State,F,30,48509
2015,Belgrade,F,30,13975
2015,Voyvodina/North,F,30,12907
2015,Central and West,F,30,12189
2015,South and East,F,30,9438
2015,State,F,31,48504
2015,Belgrade,F,31,13986
2015,Voyvodina/North,F,31,12963
2015,Central and West,F,31,12124
2015,South and East,F,31,9431
2015,State,F,32,47941
2015,Belgrade,F,32,13871
2015,Voyvodina/North,F,32,12791
2015,Central and West,F,32,11840
2015,South and East,F,32,9439
2015,State,F,33,47996
2015,Belgrade,F,33,13691
2015,Voyvodina/North,F,33,12960
2015,Central and West,F,33,12038
2015,South and East,F,33,9307
2015,State,F,34,48701
2015,Belgrade,F,34,14127
2015,Voyvodina/North,F,34,12935
2015,Central and West,F,34,12139
2015,South and East,F,34,9500
2015,State,F,35,48612
2015,Belgrade,F,35,13758
2015,Voyvodina/North,F,35,12846
2015,Central and West,F,35,12493
2015,South and East,F,35,9515
2015,State,F,36,49197
2015,Belgrade,F,36,13748
2015,Voyvodina/North,F,36,13253
2015,Central and West,F,36,12606
2015,South and East,F,36,9590
2015,State,F,37,49652
2015,Belgrade,F,37,13710
2015,Voyvodina/North,F,37,13011
2015,Central and West,F,37,13094
2015,South and East,F,37,9837
2015,State,F,38,50486
2015,Belgrade,F,38,13691
2015,Voyvodina/North,F,38,13360
2015,Central and West,F,38,13130
2015,South and East,F,38,10305
2015,State,F,39,50340
2015,Belgrade,F,39,13065
2015,Voyvodina/North,F,39,13246
2015,Central and West,F,39,13409
2015,South and East,F,39,10620
2015,State,F,40,48850
2015,Belgrade,F,40,12634
2015,Voyvodina/North,F,40,12598
2015,Central and West,F,40,13251
2015,South and East,F,40,10367
2015,State,F,41,49006
2015,Belgrade,F,41,12641
2015,Voyvodina/North,F,41,12715
2015,Central and West,F,41,13229
2015,South and East,F,41,10421
2015,State,F,42,47994
2015,Belgrade,F,42,12037
2015,Voyvodina/North,F,42,12645
2015,Central and West,F,42,12899
2015,South and East,F,42,10413
2015,State,F,43,47605
2015,Belgrade,F,43,11957
2015,Voyvodina/North,F,43,12508
2015,Central and West,F,43,12992
2015,South and East,F,43,10148
2015,State,F,44,46577
2015,Belgrade,F,44,11549
2015,Voyvodina/North,F,44,12156
2015,Central and West,F,44,12790
2015,South and East,F,44,10082
2015,State,F,45,47227
2015,Belgrade,F,45,11528
2015,Voyvodina/North,F,45,12377
2015,Central and West,F,45,13066
2015,South and East,F,45,10256
2015,State,F,46,47335
2015,Belgrade,F,46,11216
2015,Voyvodina/North,F,46,12779
2015,Central and West,F,46,13138
2015,South and East,F,46,10202
2015,State,F,47,47547
2015,Belgrade,F,47,11070
2015,Voyvodina/North,F,47,13023
2015,Central and West,F,47,13053
2015,South and East,F,47,10401
2015,State,F,48,47609
2015,Belgrade,F,48,11135
2015,Voyvodina/North,F,48,13228
2015,Central and West,F,48,12895
2015,South and East,F,48,10351
2015,State,F,49,48782
2015,Belgrade,F,49,11301
2015,Voyvodina/North,F,49,13542
2015,Central and West,F,49,13439
2015,South and East,F,49,10500
2015,State,F,50,47196
2015,Belgrade,F,50,10857
2015,Voyvodina/North,F,50,13254
2015,Central and West,F,50,13142
2015,South and East,F,50,9943
2015,State,F,51,49328
2015,Belgrade,F,51,11472
2015,Voyvodina/North,F,51,13720
2015,Central and West,F,51,13764
2015,South and East,F,51,10372
2015,State,F,52,50052
2015,Belgrade,F,52,11600
2015,Voyvodina/North,F,52,13758
2015,Central and West,F,52,14178
2015,South and East,F,52,10516
2015,State,F,53,52245
2015,Belgrade,F,53,12082
2015,Voyvodina/North,F,53,14514
2015,Central and West,F,53,14704
2015,South and East,F,53,10945
2015,State,F,54,53741
2015,Belgrade,F,54,12207
2015,Voyvodina/North,F,54,14876
2015,Central and West,F,54,15544
2015,South and East,F,54,11114
2015,State,F,55,51753
2015,Belgrade,F,55,11963
2015,Voyvodina/North,F,55,14278
2015,Central and West,F,55,14790
2015,South and East,F,55,10722
2015,State,F,56,52438
2015,Belgrade,F,56,12193
2015,Voyvodina/North,F,56,13949
2015,Central and West,F,56,15602
2015,South and East,F,56,10694
2015,State,F,57,52011
2015,Belgrade,F,57,11981
2015,Voyvodina/North,F,57,14349
2015,Central and West,F,57,14851
2015,South and East,F,57,10830
2015,State,F,58,56653
2015,Belgrade,F,58,13339
2015,Voyvodina/North,F,58,15690
2015,Central and West,F,58,16119
2015,South and East,F,58,11505
2015,State,F,59,58297
2015,Belgrade,F,59,13802
2015,Voyvodina/North,F,59,15628
2015,Central and West,F,59,16565
2015,South and East,F,59,12302
2015,State,F,60,62002
2015,Belgrade,F,60,14736
2015,Voyvodina/North,F,60,16082
2015,Central and West,F,60,18288
2015,South and East,F,60,12896
2015,State,F,61,60323
2015,Belgrade,F,61,14447
2015,Voyvodina/North,F,61,15692
2015,Central and West,F,61,17159
2015,South and East,F,61,13025
2015,State,F,62,62541
2015,Belgrade,F,62,15002
2015,Voyvodina/North,F,62,15883
2015,Central and West,F,62,18186
2015,South and East,F,62,13470
2015,State,F,63,53447
2015,Belgrade,F,63,13136
2015,Voyvodina/North,F,63,13892
2015,Central and West,F,63,14607
2015,South and East,F,63,11812
2015,State,F,64,59341
2015,Belgrade,F,64,14545
2015,Voyvodina/North,F,64,15180
2015,Central and West,F,64,16289
2015,South and East,F,64,13327
2015,State,F,65,55366
2015,Belgrade,F,65,13778
2015,Voyvodina/North,F,65,14624
2015,Central and West,F,65,14929
2015,South and East,F,65,12035
2015,State,F,66,53271
2015,Belgrade,F,66,13028
2015,Voyvodina/North,F,66,14041
2015,Central and West,F,66,13682
2015,South and East,F,66,12520
2015,State,F,67,48846
2015,Belgrade,F,67,12027
2015,Voyvodina/North,F,67,13450
2015,Central and West,F,67,12190
2015,South and East,F,67,11179
2015,State,F,68,41569
2015,Belgrade,F,68,10166
2015,Voyvodina/North,F,68,11765
2015,Central and West,F,68,10907
2015,South and East,F,68,8731
2015,State,F,69,31064
2015,Belgrade,F,69,7078
2015,Voyvodina/North,F,69,8369
2015,Central and West,F,69,8721
2015,South and East,F,69,6896
2015,State,F,70,34114
2015,Belgrade,F,70,7143
2015,Voyvodina/North,F,70,8706
2015,Central and West,F,70,9497
2015,South and East,F,70,8768
2015,State,F,71,33921
2015,Belgrade,F,71,7175
2015,Voyvodina/North,F,71,9065
2015,Central and West,F,71,9441
2015,South and East,F,71,8240
2015,State,F,72,34898
2015,Belgrade,F,72,7423
2015,Voyvodina/North,F,72,9449
2015,Central and West,F,72,9090
2015,South and East,F,72,8936
2015,State,F,73,36034
2015,Belgrade,F,73,8137
2015,Voyvodina/North,F,73,9658
2015,Central and West,F,73,9663
2015,South and East,F,73,8576
2015,State,F,74,37226
2015,Belgrade,F,74,8384
2015,Voyvodina/North,F,74,9525
2015,Central and West,F,74,10572
2015,South and East,F,74,8745
2015,State,F,75,35797
2015,Belgrade,F,75,8107
2015,Voyvodina/North,F,75,9751
2015,Central and West,F,75,9898
2015,South and East,F,75,8041
2015,State,F,76,34903
2015,Belgrade,F,76,7895
2015,Voyvodina/North,F,76,9380
2015,Central and West,F,76,9695
2015,South and East,F,76,7933
2015,State,F,77,34096
2015,Belgrade,F,77,7678
2015,Voyvodina/North,F,77,8974
2015,Central and West,F,77,9560
2015,South and East,F,77,7884
2015,State,F,78,31949
2015,Belgrade,F,78,7090
2015,Voyvodina/North,F,78,8394
2015,Central and West,F,78,9146
2015,South and East,F,78,7319
2015,State,F,79,30264
2015,Belgrade,F,79,6647
2015,Voyvodina/North,F,79,7823
2015,Central and West,F,79,8818
2015,South and East,F,79,6976
2015,State,F,80,28870
2015,Belgrade,F,80,6306
2015,Voyvodina/North,F,80,7205
2015,Central and West,F,80,8376
2015,South and East,F,80,6983
2015,State,F,81,26081
2015,Belgrade,F,81,5668
2015,Voyvodina/North,F,81,6658
2015,Central and West,F,81,7635
2015,South and East,F,81,6120
2015,State,F,82,23853
2015,Belgrade,F,82,5234
2015,Voyvodina/North,F,82,5914
2015,Central and West,F,82,6815
2015,South and East,F,82,5890
2015,State,F,83,19793
2015,Belgrade,F,83,4406
2015,Voyvodina/North,F,83,4612
2015,Central and West,F,83,5935
2015,South and East,F,83,4840
2015,State,F,84,18482
2015,Belgrade,F,84,4233
2015,Voyvodina/North,F,84,4696
2015,Central and West,F,84,5288
2015,South and East,F,84,4265
2015,State,F,85,66758
2015,Belgrade,F,85,16079
2015,Voyvodina/North,F,85,16597
2015,Central and West,F,85,18399
2015,South and East,F,85,15683
2016,State,Total,-1,7076372
2016,Belgrade,Total,-1,1682129
2016,Voyvodina/North,Total,-1,1886500
2016,Central and West,Total,-1,1964082
2016,South and East,Total,-1,1543661
2016,State,Total,0,65311
2016,Belgrade,Total,0,18196
2016,Voyvodina/North,Total,0,17493
2016,Central and West,Total,0,17196
2016,South and East,Total,0,12426
2016,State,Total,1,66051
2016,Belgrade,Total,1,18152
2016,Voyvodina/North,Total,1,17536
2016,Central and West,Total,1,17528
2016,South and East,Total,1,12835
2016,State,Total,2,65104
2016,Belgrade,Total,2,17675
2016,Voyvodina/North,Total,2,17452
2016,Central and West,Total,2,17010
2016,South and East,Total,2,12967
2016,State,Total,3,66796
2016,Belgrade,Total,3,18033
2016,Voyvodina/North,Total,3,17923
2016,Central and West,Total,3,17866
2016,South and East,Total,3,12974
2016,State,Total,4,65309
2016,Belgrade,Total,4,17454
2016,Voyvodina/North,Total,4,17501
2016,Central and West,Total,4,17317
2016,South and East,Total,4,13037
2016,State,Total,5,66088
2016,Belgrade,Total,5,17177
2016,Voyvodina/North,Total,5,17765
2016,Central and West,Total,5,18184
2016,South and East,Total,5,12962
2016,State,Total,6,67115
2016,Belgrade,Total,6,16641
2016,Voyvodina/North,Total,6,18072
2016,Central and West,Total,6,18799
2016,South and East,Total,6,13603
2016,State,Total,7,66715
2016,Belgrade,Total,7,16243
2016,Voyvodina/North,Total,7,17887
2016,Central and West,Total,7,18916
2016,South and East,Total,7,13669
2016,State,Total,8,66095
2016,Belgrade,Total,8,15537
2016,Voyvodina/North,Total,8,17887
2016,Central and West,Total,8,18853
2016,South and East,Total,8,13818
2016,State,Total,9,68222
2016,Belgrade,Total,9,15491
2016,Voyvodina/North,Total,9,18419
2016,Central and West,Total,9,19712
