Year,Region,Gender,AgeGroup,Amount
2011,State,F,2,32189
2011,Belgrade,F,2,7789
2011,Voyvodina/North,F,2,8619
2011,Central and West,F,2,9243
2011,South and East,F,2,6538
2011,State,F,3,32092
2011,Belgrade,F,3,7633
2011,Voyvodina/North,F,3,8733
2011,Central and West,F,3,9081
2011,South and East,F,3,6645
2011,State,F,4,33284
2011,Belgrade,F,4,7529
2011,Voyvodina/North,F,4,9085
2011,Central and West,F,4,9518
2011,South and East,F,4,7152
2011,State,F,5,34163
2011,Belgrade,F,5,7601
2011,Voyvodina/North,F,5,9178
2011,Central and West,F,5,10008
2011,South and East,F,5,7376
2011,State,F,6,34506
2011,Belgrade,F,6,7386
2011,Voyvodina/North,F,6,9209
2011,Central and West,F,6,10086
2011,South and East,F,6,7825
2011,State,F,7,35119
2011,Belgrade,F,7,7581
2011,Voyvodina/North,F,7,9305
2011,Central and West,F,7,10362
2011,South and East,F,7,7871
2011,State,F,8,34982
2011,Belgrade,F,8,7484
2011,Voyvodina/North,F,8,9456
2011,Central and West,F,8,10159
2011,South and East,F,8,7883
2011,State,F,9,35242
2011,Belgrade,F,9,7532
2011,Voyvodina/North,F,9,9402
2011,Central and West,F,9,10195
2011,South and East,F,9,8113
2011,State,F,10,33040
2011,Belgrade,F,10,6917
2011,Voyvodina/North,F,10,8810
2011,Central and West,F,10,9752
2011,South and East,F,10,7561
2011,State,F,11,32815
2011,Belgrade,F,11,6905
2011,Voyvodina/North,F,11,8643
2011,Central and West,F,11,9556
2011,South and East,F,11,7711
2011,State,F,12,34112
2011,Belgrade,F,12,7055
2011,Voyvodina/North,F,12,9174
2011,Central and West,F,12,9895
2011,South and East,F,12,7988
2011,State,F,13,35499
2011,Belgrade,F,13,7261
2011,Voyvodina/North,F,13,9496
2011,Central and West,F,13,10420
2011,South and East,F,13,8322
2011,State,F,14,37216
2011,Belgrade,F,14,7551
2011,Voyvodina/North,F,14,10030
2011,Central and West,F,14,10918
2011,South and East,F,14,8717
2011,State,F,15,39174
2011,Belgrade,F,15,7989
2011,Voyvodina/North,F,15,10640
2011,Central and West,F,15,11353
2011,South and East,F,15,9192
2011,State,F,16,39191
2011,Belgrade,F,16,8156
2011,Voyvodina/North,F,16,10639
2011,Central and West,F,16,11280
2011,South and East,F,16,9116
2011,State,F,17,40031
2011,Belgrade,F,17,8262
2011,Voyvodina/North,F,17,10770
2011,Central and West,F,17,11691
2011,South and East,F,17,9308
2011,State,F,18,40417
2011,Belgrade,F,18,8628
2011,Voyvodina/North,F,18,10869
2011,Central and West,F,18,11649
2011,South and East,F,18,9271
2011,State,F,19,42112
2011,Belgrade,F,19,8950
2011,Voyvodina/North,F,19,11579
2011,Central and West,F,19,12130
2011,South and East,F,19,9453
2011,State,F,20,41904
2011,Belgrade,F,20,8941
2011,Voyvodina/North,F,20,11353
2011,Central and West,F,20,12256
2011,South and East,F,20,9354
2011,State,F,21,42362
2011,Belgrade,F,21,9218
2011,Voyvodina/North,F,21,11486
2011,Central and West,F,21,12121
2011,South and East,F,21,9537
2011,State,F,22,44561
2011,Belgrade,F,22,9989
2011,Voyvodina/North,F,22,12259
2011,Central and West,F,22,12543
2011,South and East,F,22,9770
2011,State,F,23,45268
2011,Belgrade,F,23,10526
2011,Voyvodina/North,F,23,12386
2011,Central and West,F,23,12689
2011,South and East,F,23,9667
2011,State,F,24,45367
2011,Belgrade,F,24,10957
2011,Voyvodina/North,F,24,12368
2011,Central and West,F,24,12417
2011,South and East,F,24,9625
2011,State,F,25,46353
2011,Belgrade,F,25,11721
2011,Voyvodina/North,F,25,12658
2011,Central and West,F,25,12436
2011,South and East,F,25,9538
2011,State,F,26,48617
2011,Belgrade,F,26,13020
2011,Voyvodina/North,F,26,13143
2011,Central and West,F,26,12717
2011,South and East,F,26,9737
2011,State,F,27,48650
2011,Belgrade,F,27,13330
2011,Voyvodina/North,F,27,13155
2011,Central and West,F,27,12505
2011,South and East,F,27,9660
2011,State,F,28,48064
2011,Belgrade,F,28,13341
2011,Voyvodina/North,F,28,12994
2011,Central and West,F,28,12116
2011,South and East,F,28,9613
2011,State,F,29,48119
2011,Belgrade,F,29,13271
2011,Voyvodina/North,F,29,13122
2011,Central and West,F,29,12210
2011,South and East,F,29,9516
2011,State,F,30,48825
2011,Belgrade,F,30,13831
2011,Voyvodina/North,F,30,13068
2011,Central and West,F,30,12324
2011,South and East,F,30,9602
2011,State,F,31,48769
2011,Belgrade,F,31,13528
2011,Voyvodina/North,F,31,12971
2011,Central and West,F,31,12620
2011,South and East,F,31,9650
2011,State,F,32,49333
2011,Belgrade,F,32,13531
2011,Voyvodina/North,F,32,13375
2011,Central and West,F,32,12712
2011,South and East,F,32,9715
2011,State,F,33,49794
2011,Belgrade,F,33,13559
2011,Voyvodina/North,F,33,13114
2011,Central and West,F,33,13177
2011,South and East,F,33,9944
2011,State,F,34,50638
2011,Belgrade,F,34,13534
2011,Voyvodina/North,F,34,13445
2011,Central and West,F,34,13242
2011,South and East,F,34,10417
2011,State,F,35,50536
2011,Belgrade,F,35,12952
2011,Voyvodina/North,F,35,13332
2011,Central and West,F,35,13506
2011,South and East,F,35,10746
2011,State,F,36,49026
2011,Belgrade,F,36,12552
2011,Voyvodina/North,F,36,12675
2011,Central and West,F,36,13329
2011,South and East,F,36,10470
2011,State,F,37,49194
2011,Belgrade,F,37,12526
2011,Voyvodina/North,F,37,12813
2011,Central and West,F,37,13341
2011,South and East,F,37,10514
2011,State,F,38,48221
2011,Belgrade,F,38,11991
2011,Voyvodina/North,F,38,12733
2011,Central and West,F,38,12967
2011,South and East,F,38,10530
2011,State,F,39,47858
2011,Belgrade,F,39,11884
2011,Voyvodina/North,F,39,12633
2011,Central and West,F,39,13100
2011,South and East,F,39,10241
2011,State,F,40,46859
2011,Belgrade,F,40,11468
2011,Voyvodina/North,F,40,12243
2011,Central and West,F,40,12922
2011,South and East,F,40,10226
2011,State,F,41,47507
2011,Belgrade,F,41,11447
2011,Voyvodina/North,F,41,12472
2011,Central and West,F,41,13172
2011,South and East,F,41,10416
2011,State,F,42,47677
2011,Belgrade,F,42,11175
2011,Voyvodina/North,F,42,12897
2011,Central and West,F,42,13253
2011,South and East,F,42,10352
2011,State,F,43,47908
2011,Belgrade,F,43,11028
2011,Voyvodina/North,F,43,13159
2011,Central and West,F,43,13207
2011,South and East,F,43,10514
2011,State,F,44,48053
2011,Belgrade,F,44,11080
2011,Voyvodina/North,F,44,13381
2011,Central and West,F,44,13073
2011,South and East,F,44,10519
2011,State,F,45,49285
2011,Belgrade,F,45,11265
2011,Voyvodina/North,F,45,13724
2011,Central and West,F,45,13619
2011,South and East,F,45,10677
2011,State,F,46,47813
2011,Belgrade,F,46,10892
2011,Voyvodina/North,F,46,13455
2011,Central and West,F,46,13321
2011,South and East,F,46,10145
2011,State,F,47,49981
2011,Belgrade,F,47,11500
2011,Voyvodina/North,F,47,13932
2011,Central and West,F,47,13969
2011,South and East,F,47,10580
2011,State,F,48,50749
2011,Belgrade,F,48,11636
2011,Voyvodina/North,F,48,13986
2011,Central and West,F,48,14401
2011,South and East,F,48,10726
2011,State,F,49,53110
2011,Belgrade,F,49,12196
2011,Voyvodina/North,F,49,14787
2011,Central and West,F,49,14945
2011,South and East,F,49,11182
2011,State,F,50,54665
2011,Belgrade,F,50,12327
2011,Voyvodina/North,F,50,15182
2011,Central and West,F,50,15828
2011,South and East,F,50,11328
2011,State,F,51,52696
2011,Belgrade,F,51,12077
2011,Voyvodina/North,F,51,14560
2011,Central and West,F,51,15089
2011,South and East,F,51,10970
2011,State,F,52,53560
2011,Belgrade,F,52,12351
2011,Voyvodina/North,F,52,14319
2011,Central and West,F,52,15951
2011,South and East,F,52,10939
2011,State,F,53,53297
2011,Belgrade,F,53,12193
2011,Voyvodina/North,F,53,14791
2011,Central and West,F,53,15235
2011,South and East,F,53,11078
2011,State,F,54,58159
2011,Belgrade,F,54,13571
2011,Voyvodina/North,F,54,16152
2011,Central and West,F,54,16545
2011,South and East,F,54,11891
2011,State,F,55,59951
2011,Belgrade,F,55,14063
2011,Voyvodina/North,F,55,16132
2011,Central and West,F,55,17068
2011,South and East,F,55,12688
2011,State,F,56,63844
2011,Belgrade,F,56,15036
2011,Voyvodina/North,F,56,16666
2011,Central and West,F,56,18826
2011,South and East,F,56,13316
2011,State,F,57,62418
2011,Belgrade,F,57,14856
2011,Voyvodina/North,F,57,16298
2011,Central and West,F,57,17746
2011,South and East,F,57,13518
2011,State,F,58,64540
2011,Belgrade,F,58,15389
2011,Voyvodina/North,F,58,16483
2011,Central and West,F,58,18703
2011,South and East,F,58,13965
2011,State,F,59,55716
2011,Belgrade,F,59,13546
2011,Voyvodina/North,F,59,14562
2011,Central and West,F,59,15278
2011,South and East,F,59,12330
2011,State,F,60,61823
2011,Belgrade,F,60,15055
2011,Voyvodina/North,F,60,15876
2011,Central and West,F,60,16973
2011,South and East,F,60,13919
2011,State,F,61,57864
2011,Belgrade,F,61,14295
2011,Voyvodina/North,F,61,15350
2011,Central and West,F,61,15560
2011,South and East,F,61,12659
2011,State,F,62,55978
2011,Belgrade,F,62,13565
2011,Voyvodina/North,F,62,14821
2011,Central and West,F,62,14388
2011,South and East,F,62,13204
2011,State,F,63,51502
2011,Belgrade,F,63,12557
2011,Voyvodina/North,F,63,14293
2011,Central and West,F,63,12883
2011,South and East,F,63,11769
2011,State,F,64,43732
2011,Belgrade,F,64,10615
2011,Voyvodina/North,F,64,12442
2011,Central and West,F,64,11449
2011,South and East,F,64,9226
2011,State,F,65,33474
2011,Belgrade,F,65,7524
2011,Voyvodina/North,F,65,9060
2011,Central and West,F,65,9354
2011,South and East,F,65,7536
2011,State,F,66,36905
2011,Belgrade,F,66,7652
2011,Voyvodina/North,F,66,9534
2011,Central and West,F,66,10263
2011,South and East,F,66,9456
2011,State,F,67,36974
2011,Belgrade,F,67,7700
2011,Voyvodina/North,F,67,9974
2011,Central and West,F,67,10238
2011,South and East,F,67,9062
2011,State,F,68,38543
2011,Belgrade,F,68,8092
2011,Voyvodina/North,F,68,10541
2011,Central and West,F,68,10049
2011,South and East,F,68,9861
2011,State,F,69,40251
2011,Belgrade,F,69,8917
2011,Voyvodina/North,F,69,10856
2011,Central and West,F,69,10867
2011,South and East,F,69,9611
2011,State,F,70,42269
2011,Belgrade,F,70,9311
2011,Voyvodina/North,F,70,11022
2011,Central and West,F,70,11951
2011,South and East,F,70,9985
2011,State,F,71,41163
2011,Belgrade,F,71,9116
2011,Voyvodina/North,F,71,11308
2011,Central and West,F,71,11383
2011,South and East,F,71,9356
2011,State,F,72,41178
2011,Belgrade,F,72,9039
2011,Voyvodina/North,F,72,11188
2011,Central and West,F,72,11429
2011,South and East,F,72,9522
2011,State,F,73,40828
2011,Belgrade,F,73,9033
2011,Voyvodina/North,F,73,10844
2011,Central and West,F,73,11441
2011,South and East,F,73,9510
2011,State,F,74,39342
2011,Belgrade,F,74,8441
2011,Voyvodina/North,F,74,10384
2011,Central and West,F,74,11289
2011,South and East,F,74,9228
2011,State,F,75,38507
2011,Belgrade,F,75,8178
2011,Voyvodina/North,F,75,9996
2011,Central and West,F,75,11286
2011,South and East,F,75,9047
2011,State,F,76,37984
2011,Belgrade,F,76,7973
2011,Voyvodina/North,F,76,9613
2011,Central and West,F,76,11114
2011,South and East,F,76,9284
2011,State,F,77,35739
2011,Belgrade,F,77,7428
2011,Voyvodina/North,F,77,9185
2011,Central and West,F,77,10466
2011,South and East,F,77,8660
2011,State,F,78,33617
2011,Belgrade,F,78,7045
2011,Voyvodina/North,F,78,8319
2011,Central and West,F,78,9785
2011,South and East,F,78,8468
2011,State,F,79,29671
2011,Belgrade,F,79,6261
2011,Voyvodina/North,F,79,7122
2011,Central and West,F,79,8827
2011,South and East,F,79,7461
2011,State,F,80,28096
2011,Belgrade,F,80,6107
2011,Voyvodina/North,F,80,7100
2011,Central and West,F,80,8071
2011,South and East,F,80,6818
2011,State,F,81,24025
2011,Belgrade,F,81,5217
2011,Voyvodina/North,F,81,5949
2011,Central and West,F,81,6868
2011,South and East,F,81,5991
2011,State,F,82,20737
2011,Belgrade,F,82,4561
2011,Voyvodina/North,F,82,5342
2011,Central and West,F,82,5770
2011,South and East,F,82,5064
2011,State,F,83,17795
2011,Belgrade,F,83,3951
2011,Voyvodina/North,F,83,4336
2011,Central and West,F,83,5038
2011,South and East,F,83,4470
2011,State,F,84,15358
2011,Belgrade,F,84,3376
2011,Voyvodina/North,F,84,3953
2011,Central and West,F,84,4383
2011,South and East,F,84,3646
2011,State,F,85,49394
2011,Belgrade,F,85,11602
2011,Voyvodina/North,F,85,12712
2011,Central and West,F,85,13106
2011,South and East,F,85,11974
2012,State,Total,-1,7219069
2012,Belgrade,Total,-1,1661761
2012,Voyvodina/North,Total,-1,1926812
2012,Central and West,Total,-1,2025575
2012,South and East,Total,-1,1604921
2012,State,Total,0,65361
2012,Belgrade,Total,0,17679
2012,Voyvodina/North,Total,0,17412
2012,Central and West,Total,0,17274
2012,South and East,Total,0,12996
2012,State,Total,1,66131
2012,Belgrade,Total,1,17278
2012,Voyvodina/North,Total,1,17705
2012,Central and West,Total,1,18166
2012,South and East,Total,1,12982
2012,State,Total,2,67155
2012,Belgrade,Total,2,16686
2012,Voyvodina/North,Total,2,18043
2012,Central and West,Total,2,18802
2012,South and East,Total,2,13624
2012,State,Total,3,66738
2012,Belgrade,Total,3,16213
2012,Voyvodina/North,Total,3,17899
2012,Central and West,Total,3,18925
2012,South and East,Total,3,13701
2012,State,Total,4,66130
2012,Belgrade,Total,4,15522
2012,Voyvodina/North,Total,4,17848
2012,Central and West,Total,4,18879
2012,South and East,Total,4,13881
2012,State,Total,5,68253
2012,Belgrade,Total,5,15463
2012,Voyvodina/North,Total,5,18373
2012,Central and West,Total,5,19746
2012,South and East,Total,5,14671
2012,State,Total,6,69977
2012,Belgrade,Total,6,15558
2012,Voyvodina/North,Total,6,18768
2012,Central and West,Total,6,20509
2012,South and East,Total,6,15142
2012,State,Total,7,71256
2012,Belgrade,Total,7,15405
2012,Voyvodina/North,Total,7,18923
2012,Central and West,Total,7,20776
2012,South and East,Total,7,16152
2012,State,Total,8,72353
2012,Belgrade,Total,8,15482
2012,Voyvodina/North,Total,8,19213
2012,Central and West,Total,8,21320
2012,South and East,Total,8,16338
2012,State,Total,9,71966
2012,Belgrade,Total,9,15486
2012,Voyvodina/North,Total,9,19208
2012,Central and West,Total,9,20810
2012,South and East,Total,9,16462
2012,State,Total,10,72517
2012,Belgrade,Total,10,15417
2012,Voyvodina/North,Total,10,19413
2012,Central and West,Total,10,21012
2012,South and East,Total,10,16675
2012,State,Total,11,67853
2012,Belgrade,Total,11,14221
2012,Voyvodina/North,Total,11,18036
2012,Central and West,Total,11,19946
2012,South and East,Total,11,15650
2012,State,Total,12,68068
2012,Belgrade,Total,12,14251
2012,Voyvodina/North,Total,12,17991
2012,Central and West,Total,12,19877
2012,South and East,Total,12,15949
2012,State,Total,13,70108
2012,Belgrade,Total,13,14480
2012,Voyvodina/North,Total,13,18831
2012,Central and West,Total,13,20350
2012,South and East,Total,13,16447
2012,State,Total,14,73045
2012,Belgrade,Total,14,15022
2012,Voyvodina/North,Total,14,19594
2012,Central and West,Total,14,21323
2012,South and East,Total,14,17106
2012,State,Total,15,76952
2012,Belgrade,Total,15,15897
2012,Voyvodina/North,Total,15,20700
2012,Central and West,Total,15,22333
2012,South and East,Total,15,18022
2012,State,Total,16,81168
2012,Belgrade,Total,16,16704
2012,Voyvodina/North,Total,16,21987
2012,Central and West,Total,16,23352
2012,South and East,Total,16,19125
2012,State,Total,17,80999
2012,Belgrade,Total,17,16867
2012,Voyvodina/North,Total,17,21824
2012,Central and West,Total,17,23274
2012,South and East,Total,17,19034
2012,State,Total,18,82841
2012,Belgrade,Total,18,16978
2012,Voyvodina/North,Total,18,22403
2012,Central and West,Total,18,24014
2012,South and East,Total,18,19446
2012,State,Total,19,82926
2012,Belgrade,Total,19,17606
2012,Voyvodina/North,Total,19,22202
2012,Central and West,Total,19,23778
2012,South and East,Total,19,19340
2012,State,Total,20,86171
2012,Belgrade,Total,20,18523
2012,Voyvodina/North,Total,20,23433
2012,Central and West,Total,20,24842
2012,South and East,Total,20,19373
2012,State,Total,21,85998
2012,Belgrade,Total,21,18466
2012,Voyvodina/North,Total,21,23338
2012,Central and West,Total,21,24877
2012,South and East,Total,21,19317
2012,State,Total,22,86620
2012,Belgrade,Total,22,19079
2012,Voyvodina/North,Total,22,23395
2012,Central and West,Total,22,24669
2012,South and East,Total,22,19477
2012,State,Total,23,91722
2012,Belgrade,Total,23,20578
2012,Voyvodina/North,Total,23,25267
2012,Central and West,Total,23,25815
2012,South and East,Total,23,20062
2012,State,Total,24,92793
2012,Belgrade,Total,24,21785
2012,Voyvodina/North,Total,24,25336
2012,Central and West,Total,24,25713
2012,South and East,Total,24,19959
2012,State,Total,25,92519
2012,Belgrade,Total,25,22549
2012,Voyvodina/North,Total,25,25188
2012,Central and West,Total,25,25094
2012,South and East,Total,25,19688
2012,State,Total,26,94738
2012,Belgrade,Total,26,23793
2012,Voyvodina/North,Total,26,25854
2012,Central and West,Total,26,25346
2012,South and East,Total,26,19745
2012,State,Total,27,98978
2012,Belgrade,Total,27,25911
2012,Voyvodina/North,Total,27,27002
2012,Central and West,Total,27,26157
2012,South and East,Total,27,19908
2012,State,Total,28,99293
2012,Belgrade,Total,28,26533
2012,Voyvodina/North,Total,28,27030
2012,Central and West,Total,28,25745
2012,South and East,Total,28,19985
2012,State,Total,29,97914
